#          y_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
           -1.2       5290.283      15.117235      4274.9721      11.951472      6760.4354      20.947571
           -1.1      5348.1967      15.217147      4324.9343      12.067257      6825.2018      21.189701
             -1      5464.3018      15.427528      4416.4485      12.186553      6974.9228      21.417774
           -0.9      5514.7204      15.501056      4454.9821      12.276062       7043.052      21.489429
           -0.8      5593.5782      15.525821      4522.3704      12.326859      7137.2918      21.651394
           -0.7      5647.2923      15.594737      4565.6827       12.44485      7205.4389      21.877914
           -0.6      5655.7231      15.603746      4572.1303      12.420794      7216.4318      21.764662
           -0.5      5716.5386      15.671626      4620.5447      12.446155      7291.3155      21.964706
           -0.4      5787.5218      15.764263      4673.6626      12.472456      7393.0222       21.87129
           -0.3      5789.7333      15.749723      4682.7994      12.543988        7378.91      22.045674
           -0.2      5818.8997      15.817831      4704.2354      12.571067      7422.9812      22.042868
           -0.1      5835.9456      15.830445      4714.1983      12.509423      7454.0959      21.889055
              0       5804.802       15.84984      4690.3486      12.576558      7407.9418      22.067397
            0.1      5783.5742      15.773919      4669.5045      12.453841      7388.0251      21.753131
            0.2      5812.7682      15.814405      4692.7966      12.521708      7430.3028      21.948871
            0.3      5789.1155      15.782666      4675.0189        12.5213      7393.6533      21.975989
            0.4      5750.4181      15.746318      4646.8992      12.454414      7340.0197      21.796878
            0.5      5688.6914      15.665488      4597.6551       12.44084      7257.2929      21.869085
            0.6      5668.2251      15.631165      4582.7175      12.535824      7229.2921       22.26817
            0.7      5568.3514       15.50091      4502.4992      12.290741      7097.7729      21.606616
            0.8      5522.6433      15.440887      4463.7185      12.247297      7046.7811      21.545522
            0.9      5438.0223      15.356648      4396.4623      12.152042      6939.9138      21.423453
              1      5366.3474      15.248926      4336.7878      12.062642      6857.7594      21.230641
            1.1      5282.8704      15.192662      4267.7344      11.989412      6754.9197      21.137028
            1.2      5176.5808      15.010844       4182.811      11.872118      6611.0768      21.018716
            1.3      5072.5017      14.847153      4097.9252       11.70893      6487.4113      20.673235
            1.4      4961.4389      14.725773      4011.9348      11.632115      6336.9814      20.606437
            1.5      4840.0822      14.586658      3915.9371      11.583472      6173.9263      20.642848
            1.6      4716.8355       14.41634      3812.5139      11.370693      6031.5745      20.191965
            1.7      4599.9141      14.280903      3716.4507      11.235035      5888.5277      19.941504
            1.8       4474.094      14.052853       3617.426      11.096243      5722.1402      19.796108
            1.9      4323.3441      13.862093      3498.7515      11.064404      5522.7144      19.883873
              2      4199.8679      13.688646      3393.6349       10.76817      5378.0547      19.216527
            2.1      4033.9437      13.406279      3261.4672      10.556103      5164.4059      18.862914
            2.2      3884.1839       13.27787      3142.0497      10.441966      4969.2155      18.772121
            2.3      3701.0535      12.950156      2995.9484      10.170843      4734.5267      18.255693
            2.4      3556.2793      12.794556        2877.96      10.122075       4549.715       18.20302
            2.5      3409.7392      12.465115      2761.1413      9.7920763       4363.504      17.623437
            2.6      3247.9361      12.765079      2627.9002      9.9614788      4161.6639      18.283549
            2.7      3088.0225      11.993842      2498.7208      9.4057502      3958.4779      17.007958
            2.8      2919.8758      11.671645      2365.5671      9.2144454      3736.7676      16.823435
            2.9      2749.6672      11.329529      2225.2418      8.8569914      3527.0707      16.124045
              3      2606.2875      10.990827      2107.3432      8.5965872      3352.7427      15.644219
            3.1       2422.426      10.665279      1960.4321      8.3308558      3111.8192      15.181341
            3.2      2251.7185      10.426828      1823.2618       8.132498      2891.7895      14.831309
            3.3      2101.8805      10.068007      1705.3644      7.8998874      2693.0208       14.51174
            3.4       1956.671      9.7018575      1585.4171      7.6437063      2512.8992       14.09601
            3.5      1798.9536      9.3423035      1457.2872      7.2791717      2311.2446      13.327887
            3.6       1660.287      8.9548734      1347.0306      6.9850636      2132.3611      12.823827
            3.7      1519.2189      8.5531898      1231.2405       6.685681      1953.8386      12.324091
            3.8      1370.5781      8.1681086      1114.0081       6.430646      1754.8035      11.935968
            3.9      1239.4818      7.8026953      1004.8301      6.0801777      1594.8084      11.255466
              4      1109.9312      7.3830904      900.36487      5.7470609      1428.3795      10.602992
            4.1      982.43887      7.0493806       797.2386      5.5043107        1265.77      10.158587
            4.2      887.95781      6.6323097      720.56176      5.1779724      1144.9175      9.5649366
            4.3      771.25745      6.2201775      627.53932      4.8354494      989.13759      8.9582123
            4.4      677.52592      5.8031508       551.4715       4.565648      872.78568      8.4804061
            4.5      592.46665      5.4582291      482.07995      4.2536622      760.47547      7.8294085
            4.6       506.4422      5.0653418      411.29544      3.9430855      654.33905       7.283733
            4.7      440.68026      4.6835842      358.16687      3.6577277      567.04985      6.7332958
            4.8      379.61061      5.6691743      307.68609      4.2750168      492.35655      8.1567294
            4.9      311.87794      3.9714017      253.60716      3.0827519      401.97746      5.7097814
              5      311.87794      3.9714017      253.60716      3.0827519      401.97746      5.7097814
