# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ750
              0      129.31426     0.89837768      100.67248     0.70455964      192.84302      1.7059408
              1       466.2802      1.6996952      363.61562      1.3326834      674.44594      2.9609252
              2      667.39217       1.987119      536.53531      1.6108841      898.38647        3.15419
              3      769.46114      2.0791127      635.48183      1.7305153      1011.3439      3.1768585
              4      807.47566      2.0831651      669.31035      1.6211156      1047.9522      3.1311481
              5        817.103      2.0554544      671.89864      1.5987941      1055.6755      3.0610613
              6      806.80319      2.0107979      659.92601      1.5602152      1039.1349      2.9506934
              7      797.60163      1.9731136      649.32163      1.5339771      1026.2078      2.8748873
              8      775.45984       1.925681      629.75861      1.4975473      995.52099      2.7840325
              9      749.84141      1.8814851      607.49629      1.4616015      961.82697      2.6960509
             10      729.65314      1.8398765      590.34856      1.4298206      934.39823      2.6175111
             11      709.38807      1.8011626      573.31103      1.4097517      907.50477      2.5771516
             12      685.68162      1.7596372      553.15785      1.3803852      877.44837      2.5104717
             13      663.36231      1.7232908      534.68273         1.3438      848.27296       2.419961
             14      640.68243      1.6959595      516.20173      1.3332949      818.45936      2.4007197
             15      624.75685      1.6589878      502.79898      1.2979418      798.23349       2.319706
             16      603.24823      1.6246416      485.05113       1.273164      770.88769      2.2642439
             17       585.6144      1.5994655      470.68226      1.2499525      747.92164      2.2183874
             18       568.7611      1.5710453       457.1946      1.2391858      725.69441      2.1936944
             19      549.38633       1.542008      441.49188      1.2135121      700.65872      2.1425374
             20      534.74193       1.514608      429.34277       1.189885      682.36887      2.0874806
             21      518.48726      1.4873679      415.87072      1.1670866      662.18667      2.0410139
             22      504.90426      1.4707476      405.26035      1.1579708      643.74349      2.0317054
             23      489.41075      1.4409738      392.35568      1.1313275      624.77958      1.9736446
             24      473.85902        1.41845       379.7833      1.1149116      604.88483      1.9401118
             25      460.09835      1.3916943      369.30185      1.1431211      585.94364      2.0256031
             26      446.25803      1.3720352      357.50242      1.0777811       569.6434      1.8719742
             27      433.09989      1.3489766      347.06656      1.0635875      552.45455      1.8432165
             28      421.35702      1.3289482      337.64658      1.0477064      537.22555      1.8158669
             29      410.35169      1.3110071      328.61005      1.0321808      523.49776      1.7829425
             30      398.15817      1.2908498      319.14269      1.0196449      507.09142      1.7632114
             31      388.01632      1.2734935      310.93681      1.0053011      494.23503      1.7342652
             32       376.1945      1.2529854      301.40852     0.98872778      479.19361      1.7011819
             33      365.51772      1.2333298      292.76673     0.97673225      465.74195      1.6795261
             34       355.8872      1.2316228      285.27957     0.97689912      452.76305      1.6909098
             35      346.14591      1.1991692      277.31375      0.9466441      440.69316      1.6259262
             36      335.07261      1.1783416      268.37144     0.93148985      426.74433      1.5959344
             37      326.42783      1.1641017      261.38311     0.91879386      415.71878      1.5721347
             38      316.57731      1.1443752      253.88911     0.90712757      402.26398      1.5541258
             39      309.12364      1.1325615      247.62162     0.89308305      393.29724      1.5261233
             40      300.55944      1.1123149       240.6952     0.87976386      382.52412       1.499942
             41      292.05322      1.0957998      233.83657     0.86884901      371.77352      1.4838795
             42      283.39433      1.0839774      226.99459     0.85543786      360.47805      1.4585056
             43      275.69475      1.0640868      220.80598     0.84158577      350.67106      1.4352547
             44      267.89001      1.0502547      214.59347     0.83321117      340.67406      1.4181785
             45      261.58422      1.0375517      209.48891     0.83300541      332.79316      1.4292295
             46      252.64519      1.0230275      202.33422      0.8083274      321.32822      1.3760575
             47      244.68021      1.0027452      196.02113     0.79258677      311.00239      1.3472782
             48       237.5047     0.99062413      190.04988      0.7837668      302.38184      1.3327135
             49      233.27371     0.97722739        186.825     0.77395213      296.58012      1.3098008
             50      233.27371     0.97722739        186.825     0.77395213      296.58012      1.3098008
