#   total-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20173.093      6.7316804      16184.573      5.2863136      25638.862      9.5856888
              1      20173.093      6.7316804      16184.573      5.2863136      25638.862      9.5856888
