#     total-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      9744.5387      5.8143983      7888.5199      4.5752464      12422.374      8.2806332
              1      9744.5387      5.8143983      7888.5199      4.5752464      12422.374      8.2806332
