#    y_j1-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5    0.038284448    0.038282533     0.03091437    0.030912825    0.047896652    0.047894257
           -4.9    0.038284448    0.038282533    0.029304135    0.029302669      0.0515187    0.051516123
           -4.8     0.11485334    0.066307293    0.083696852    0.048630534     0.16515059    0.096327167
           -4.7     0.15313779    0.076565067     0.13548819    0.068702441     0.17178346    0.088255643
           -4.6     0.42112893      0.1269688     0.31950099     0.09713884     0.58002066     0.17732835
           -4.5      8.2311563     0.57677589      6.3817989     0.43967508      10.915471     0.81700466
           -4.4      14.341579      0.7784307       11.29583     0.59782812      18.683167      1.0926754
           -4.3      21.381425     0.95259921       16.98607     0.74264053      27.442868      1.3568464
           -4.2      32.761622      1.1766669      25.708145     0.90793075      42.733517      1.6305309
           -4.1      45.949717      1.3906859      36.051706      1.0722759       59.90285      1.9111599
             -4      60.980284      1.6149444      48.292583      1.2484128      78.295828       2.225866
           -3.9      81.244979      1.8637421      64.514106      1.4500129       104.0374      2.5822534
           -3.8      114.02584      2.2056359      90.562545      1.7277083      146.04842      3.0405007
           -3.7      140.90173      2.4542582      112.02474      1.9060961         180.26      3.3958454
           -3.6      177.02621      2.7221187      140.84506      2.1351483      226.26721      3.7539771
           -3.5      209.03277       2.982204      166.75927      2.3311784      266.29577      4.1385287
           -3.4      257.96479      3.3395657      206.20704      2.6373343      327.56244       4.714369
           -3.3      307.18417      3.6216002      245.39012      2.8674882      390.65962       5.031407
           -3.2      367.89689      3.9379287      294.13796      3.1102003       467.5231      5.4312528
           -3.1      419.99607      4.2606741      334.88725      3.3222585      535.62819      5.8284051
             -3      472.36573      4.4805627      377.80759      3.5167709      600.22678      6.1184094
           -2.9       537.6079      4.7605593       430.7063      3.7481565      681.50004      6.5239464
           -2.8      604.38388      5.4227711      483.07756      4.1739813      768.87276      7.6889218
           -2.7      665.64541      5.2946101      531.81637      4.1616012      847.26971      7.1897547
           -2.6      725.53558      5.5200946       579.4611       4.366215      924.00877      7.5300294
           -2.5      787.50505      5.7414367      630.77461      4.5331245      998.98418      7.8023766
           -2.4      848.24169      5.9908057      678.34454      4.8139185      1078.4461      8.4091395
           -2.3      922.01766       6.200404      736.27546      4.8762319      1174.6513      8.3723285
           -2.2      963.10724      6.3560963      770.51932       5.005048      1223.9625       8.613057
           -2.1      1027.8282      6.5326754      822.36802      5.1591415      1306.2198      8.8648735
             -2      1084.3432      6.6895307      867.59166      5.3873357      1377.8671      9.3377463
           -1.9      1116.1682      6.8759356      892.61307      5.4581081      1419.0936       9.421948
           -1.8      1190.8058      7.0502287      951.61039      5.5488921       1515.452      9.4975354
           -1.7      1235.0508      7.3851495      990.12277      6.3997125      1565.8694       11.26489
           -1.6      1268.1237      7.3679522      1014.8477      5.8197055      1610.7792      9.9114645
           -1.5      1308.1124      7.4220008      1047.3041      5.8984472      1660.7281      10.168529
           -1.4        1333.32      7.4511446      1066.0394      5.8848873      1695.5836      10.015841
           -1.3      1373.1001      7.5664184      1097.2198      5.9590027      1747.2439      10.210861
           -1.2      1418.3659      7.6447411      1133.7256      6.0403928      1804.2727       10.20692
           -1.1       1443.428      7.7055507      1151.7667      6.0868735      1840.3299      10.308427
             -1      1472.1136      7.9115128      1176.7198       6.272942      1872.4449      10.833507
           -0.9      1484.9947      7.8440385      1187.3109      6.2169295       1888.295      10.513625
           -0.8        1505.09       8.203228      1202.3905       6.451533      1915.1417       11.18096
           -0.7      1538.7316      8.0364442      1226.6754      6.3177474       1963.752      10.828099
           -0.6      1541.5232      7.9856863       1229.737      6.2867455      1965.6903      10.682127
           -0.5      1551.1996      7.9864961      1237.4211      6.2977144      1977.9282      10.682592
           -0.4      1575.0903      8.1247535      1255.6684      6.4435165       2010.369      10.873117
