# total-mbbZ150        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      17321.283       7.103121      13842.835      5.4025119      22560.798      10.936816
              1      17321.283       7.103121      13842.835      5.4025119      22560.798      10.936816
