# dphi_Z_bjet1-        central        num_err    min (scale)        num_err    max (scale)        num_err
# CMS-1bjet
              0      287.84159      1.4100875      231.04723      1.1335858       364.4231      1.9507762
            0.6      333.84058      1.5423898       267.9643      1.2289725      422.96079      2.1055439
            1.2      463.95093      1.7903413      374.07401      1.4291483      585.00456      2.3872591
            1.8      708.20239      2.7083581      574.64802      2.1706358      888.24313      3.5950753
            2.2      1117.9987      3.4175259      914.42946      2.7634775      1392.9892      4.5570928
            2.6      1845.9489      5.1033351      1523.0623      4.1387331      2286.1134      6.7775985
            2.9       3063.437      7.4493068      2556.1243       6.062586      3776.4755      10.018814
          3.142       3063.437      7.4493068      2556.1243       6.062586      3776.4755      10.018814
