qTcut          mu_R/mWbb      mu_F/mWbb      XS +- err (NLO.QCD)               

independent    0.5            0.5            46133.388       +- 2.6446734      
independent    1              1              39470.421       +- 2.2022470      
independent    2              2              34288.118       +- 1.9149176      
