#   total-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      23111.462      4.3625568      18449.599      3.4699399      29526.533      6.1475964
              1      23111.462      4.3625568      18449.599      3.4699399      29526.533      6.1475964
