# pt_bjet1-CMS-        central        num_err    min (scale)        num_err    max (scale)        num_err
# 1bjet
             30       75.70772    0.084327646      60.979314    0.066323034      99.128785     0.24574264
             50      31.765692    0.048655472      25.842235     0.03867539      39.910622     0.12077392
             75      13.663059    0.026901643      11.216027    0.021680322      16.879473    0.055260747
            110      5.6801709    0.015322236      4.6727311    0.012517152        7.00544    0.022000257
            155      2.1867319   0.0078865954      1.7905383   0.0063157549      2.6976349    0.010798499
            220     0.59155313   0.0028439823     0.48246817      0.0022829     0.73089553   0.0040304833
            360    0.090760343  0.00096581101    0.073266598  0.00074287589     0.11310502   0.0013302258
            600    0.090760343  0.00096581101    0.073266598  0.00074287589     0.11310502   0.0013302258
