#          y_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      825.28337      4.2728339      647.77711      3.1977953      1235.9676      18.687495
           -4.9      971.64871      4.6178182      762.54601      3.4552328      1435.5734      20.946539
           -4.8      1122.0098      4.9686068      880.21116      3.7609201      1697.8441      21.622754
           -4.7      1288.3483      5.3008237      1012.2076      4.0043283      1913.0046      23.268156
           -4.6      1468.6704      5.6557212      1153.7989      4.2604124       2212.873      24.910078
           -4.5      1645.8375       6.060805      1295.3961      4.6845162      2433.2263      26.037372
           -4.4      1851.1137      6.3071598      1457.3532      4.7604859      2747.2551      26.477328
           -4.3      2054.1557      6.6519054      1617.9469      5.0210508      3041.9766      28.268663
           -4.2      2269.1851        6.97114      1788.2572      5.2546831      3318.5816       29.83177
           -4.1      2477.1926      7.2716062      1955.3106      5.5175279      3640.0179      30.489166
             -4      2693.2696       7.570033       2126.773       5.733934      3902.0172       31.32397
           -3.9      2908.9737      7.8132602      2297.3604      5.9066838      4209.1376      32.511844
           -3.8      3098.6116      8.0370062      2449.0619      6.0944776      4449.5653      33.457877
           -3.7       3295.704      8.2625365      2607.1216      6.2960225      4769.8476      33.444323
           -3.6      3470.3062       8.460655      2750.6848      6.4244166      4901.7644      33.600521
           -3.5      3641.0363      8.6529272         2888.2       6.593501      5154.4278      34.835615
           -3.4      3829.3736      8.8097331      3035.4476      6.7390034      5466.6809      35.606072
           -3.3      3968.0734       8.970874      3146.4638      6.8213436      5644.1875      35.123819
           -3.2      4091.9562      9.1266079      3248.7925      6.9718457      5813.0499      36.059353
           -3.1      4237.1308      9.2411482      3367.3967      7.2217491      5977.7782      35.132837
             -3      4329.2289      9.3097007      3443.2986      7.1625491      6073.1653      35.465191
           -2.9      4445.2665      9.3997204      3535.2676      7.2235672      6204.7075       36.59325
           -2.8      4537.6317       9.482355      3607.3628      7.2455101      6412.6439      36.092976
           -2.7      4609.8505      9.5403288      3667.5844      7.3164135      6491.9399        36.3298
           -2.6      4680.4394      9.5845342      3723.6207      7.3431826      6571.7272      36.434071
           -2.5      4759.6998      9.6826737      3789.6376      7.4371291      6606.6157      37.369881
           -2.4      4803.5842      9.6938347      3824.9648      7.5214801       6696.278      35.552291
           -2.3      4863.7095      9.7187846      3873.9698      7.4932525      6792.9867      35.499357
           -2.2       4910.211      9.7942017      3914.1566      7.5330213      6839.8502      37.909105
           -2.1      4951.1932      9.8548867      3944.1492      7.5715818      6912.6784      38.877704
             -2      4990.3703      9.8603853      3974.0572       7.549376       7012.708      37.678308
           -1.9      5022.0455      9.8529403      4000.9377      7.5838245      7014.1925        37.1806
           -1.8      5062.2072      9.8962049      4036.3879      7.6423024      7066.5543        38.7163
           -1.7      5095.3608      9.8937186      4060.6197      7.6005252       7098.842      38.159579
           -1.6      5096.6609      9.9461316      4062.2492      7.6557152      7138.1025       37.63405
           -1.5      5146.0772      9.9867667      4100.0454      7.6739916       7157.105      39.596293
           -1.4      5159.6346      10.104389      4114.1988      7.7591862      7166.1501      38.299341
           -1.3      5174.4494      9.9925992      4125.1706      7.7335916      7184.7689      37.717054
           -1.2      5210.9546      10.009709      4153.9762      7.7096734      7244.3114      37.951585
           -1.1      5207.0964      10.002714      4149.7207      7.6892557      7216.9715      38.312119
             -1      5229.0725      10.018244      4166.8444      7.6942389      7277.4062      37.803822
           -0.9      5254.2215      10.046878       4189.091      7.7326957      7311.9023      38.771968
           -0.8      5251.9315      10.048364      4182.9996      7.7230764      7309.2867      39.124066
           -0.7        5270.02      10.077275      4199.7593       7.799713      7391.5291      38.366205
           -0.6      5268.6192      10.044507      4197.8716      7.7374555      7342.8315      37.698624
           -0.5      5284.4158      10.107187      4213.9901      7.7998908      7333.1184      39.909369
           -0.4      5292.6023      10.095372      4218.3885      7.7562253      7415.1366      38.692326
           -0.3       5298.465      10.108732      4221.3551      7.7754519      7381.5787      39.764268
           -0.2      5325.9239      10.111188      4243.0908      7.7666971      7517.9971      38.685538
           -0.1      5301.7296      10.095062      4223.6074      7.7459487      7412.3939      38.941366
              0      5316.3666      10.127443      4235.8739      7.7618499      7396.1494      39.509286
            0.1      5317.3698      10.132443      4237.3966      7.8138603      7418.1632      39.457324
            0.2      5311.0763      10.150712       4232.008      7.8074091      7442.0881      39.070767
            0.3      5292.6482      10.149849      4217.7415      7.8686302      7344.5633      39.279256
            0.4       5305.089      10.116078      4228.0374      7.8225114      7419.1851      39.135645
