#      m_Z-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
             60      37.023953     0.27236633      29.185626     0.20574896       53.62919      1.1462829
             61      40.831182     0.28571177       32.31626     0.21851577      57.103963      1.0625989
             62      45.643315     0.30222842      36.008938     0.22694735      64.153498      1.3291626
             63      51.260745     0.31907276      40.463633     0.24141685      75.160784      1.3220819
             64      58.058259     0.34219555      45.882035     0.25922904      82.871475      1.4697446
             65      65.662372     0.36394043      51.951818     0.27955819      92.899828      1.5042914
             66      75.345052     0.38853624      59.556732     0.29350497      109.20163      1.7304107
             67      88.204516     0.41956439      69.698404     0.31803648      128.69313      1.6522792
             68      102.57577     0.45693496      81.149097     0.36230417      147.55692      1.9332865
             69      120.63106      0.4967713      95.579433     0.37871846      170.46542      2.0456148
             70      146.55331     0.54205092      116.02476     0.41206782      211.97459      2.3285965
             71        178.687     0.59806626      141.59528     0.45449274      253.66571      2.4815258
             72      227.24155     0.67767625      180.09029     0.51575316      323.44053      2.9217202
             73      294.39337      0.7658148      233.38083     0.58435758      417.15407      3.1073762
             74      398.47197     0.89217284      316.02533      0.6812558       564.9297      3.6372231
             75      571.55763      1.0656412      453.77779     0.81991047      807.63159        4.32545
             76      878.22731       1.321196      697.44371      1.0134561      1249.4788       5.366539
             77      1519.4003      1.7274227      1206.5987      1.3300843      2146.0478      6.9904201
             78       3108.782      2.4454939      2468.9033      1.8668771      4393.4447      10.033532
             79      7589.5418      3.6648976      6031.1661      2.7993884      10723.896      15.239264
             80      11768.845      4.3840237      9355.8791      3.3331256      16586.886      19.083853
             81      6159.3409      3.3453206      4898.5162      2.5568883      8669.1933      13.967853
             82      2558.8908      2.2228477      2035.0577      1.6990626      3610.0918       8.820674
             83      1291.7882      1.5915024      1027.9093      1.2171117      1814.3907       6.270515
             84        764.183      1.2310668      608.26315     0.94935584      1076.7574      4.7871827
             85      500.46002     0.99563232      398.54166     0.76235275      699.10057      3.7889015
             86       353.1004     0.83955933      281.01863     0.64462037      498.95718      3.2252424
             87      260.56424     0.72157924      207.62753     0.55400125       360.8781      2.8707481
             88      200.50048     0.63962316      159.81848     0.49005811        282.614      2.4568677
             89      157.97963     0.58009788      125.99481     0.44328695      220.75754      2.0581767
             90      128.05193     0.50763544      102.09804     0.38864599      179.73817      1.9791237
             91      105.57784     0.46071661      84.239113     0.35495716      147.88924      1.7826353
             92      87.866207     0.41740966      70.187604     0.32107119      121.74783      1.5244551
             93      75.244097     0.38839205      60.053243     0.29778502      106.48838       1.518094
             94      64.545148     0.35988003       51.49347      0.2755059      90.795113      1.1173778
             95      56.433766     0.33579654       45.01634     0.25685631      78.998576      1.3233475
             96      49.076232     0.31283138      39.234871      0.2407299      68.992449      1.2095207
             97      42.856702     0.29822359      34.380744     0.22944476      57.867959      1.1209824
             98      37.816236     0.27658947      30.216893     0.21186065      51.464842      1.2151862
             99      34.205635     0.26104398       27.37386      0.2009808      46.149594      1.0084814
            100      30.559053     0.24577013      24.448689     0.18892022      43.003361      0.8269711
            101      27.712302     0.23586336      22.160006     0.18159727      38.545367      0.8797699
            102      25.239262     0.22689994      20.196074     0.17399716      35.388778     0.88379057
            103      23.363768     0.21439346      18.684336      0.1680385      32.732809     0.65445022
            104      21.048768     0.20393492      16.864222     0.15757814      29.420873     0.76509819
            105      19.632071     0.19718645      15.679761     0.15170563       27.37578      0.7235075
            106      17.717671      0.1881908      14.183728     0.14507758      24.695105     0.63989948
            107      16.092706     0.17762426      12.857688     0.13686552      21.965876     0.67551214
            108      14.740843     0.17116731      11.826719     0.13280274      20.187819     0.45431629
            109      14.053102      0.1674251      11.231314     0.12898042      20.033551     0.50592251
            110      12.713992      0.1599806      10.201778     0.12337985      17.900877     0.55557733
            111      12.069021     0.15514989      9.6832364     0.11998654        16.7373     0.46696719
            112       11.38724     0.14993776      9.1523194     0.11583526      14.690684     0.68844576
            113      10.654592     0.14663734      8.5695824     0.11365728       14.53801     0.49298127
            114      9.9031311     0.13936039      7.9500433     0.10819144      13.539122     0.47466846
            115      9.3248499     0.13549267      7.4960588      0.1055613      12.341297     0.66363275
            116      8.6637394     0.13098997      6.9587999     0.10104701      12.178066     0.68955266
            117      8.3817928     0.12763323      6.7182586      0.0987501      11.262073     0.42485773
            118      7.6459909     0.12284489      6.1325279    0.095259902      10.938436     0.37413921
            119      7.3163344      0.1224573      5.8799662    0.094208565      10.190822     0.44236151
            120      7.3163344      0.1224573      5.8799662    0.094208565      10.190822     0.44236151
