#         pt_b1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      432.79686       0.412176      335.64663     0.30396718      685.20843      2.3869221
              5       1570.486     0.74976894       1226.737     0.55683729      2397.2128      3.9539715
             10      1517.6794     0.73885894      1195.9398     0.55621059       2218.728      3.3818704
             15      1137.7575     0.64872475      902.53197     0.49250004      1610.3395      2.5881177
             20      820.29775     0.55665505      654.23194     0.42694327      1131.1464      2.0136961
             25      595.29111     0.47717439      476.99872     0.37168352      804.95958      1.5827673
             30      438.85091     0.41171561      352.74949     0.31961993      582.86414      1.2848032
             35      330.01802     0.35668959      266.04487      0.2801713      432.22062      1.0523302
             40      252.53014      0.3118763      204.09175     0.24508453      328.16863     0.84639058
             45      196.87886     0.27544869      159.51496     0.21791908       252.6513     0.74342209
             50      155.40357     0.24523725      126.10167     0.19329992      196.69926     0.62789084
             55      124.30729     0.21736772      101.05924     0.17258974      157.58616      0.5205628
             60      100.87452     0.19594669      82.153467      0.1557704      126.82062     0.43035248
             65      82.531457     0.17721975      67.301727     0.14196655      103.26168     0.41604424
             70      68.370527     0.16138267      55.871518     0.13242613      85.544945     0.36054723
             75      57.121954     0.14845298      46.662573     0.11829943      71.454507     0.22036807
             80      47.461627     0.13387281      38.802798       0.108104      59.277034     0.19921067
             85      40.391046     0.12415953      32.966263    0.099712741      50.544957      0.1848855
             90      34.500165     0.11366025      28.155434    0.091340483      43.013137      0.1691892
             95      29.284038     0.10528178      23.890886    0.084792911       36.55036     0.15427729
            100      25.363837    0.099095776      20.659295    0.079129704      31.685077      0.1415647
            105      21.967572    0.091097881      17.876496    0.074085562      27.518882     0.13180684
            110      19.021154    0.084294207      15.458914    0.068477529      23.881435     0.12140666
            115      16.571017    0.078247037      13.474787    0.062778922      20.663172     0.11476552
            120      14.469569    0.073853854      11.772731    0.059187206       18.11469     0.10468154
            125      12.655683    0.068609678      10.278196    0.054976126      15.820807    0.098412936
            130      11.046185    0.064172568      8.9700725    0.051304261      13.810943    0.089624693
            135      9.7692498    0.060242347      7.9345645    0.047888197      12.193461    0.083977722
            140      8.7963438    0.058635733      7.1311943    0.046320278      11.006427    0.081341534
            145       7.743666      0.0540627      6.2786158    0.043143183      9.6982754    0.074971651
            150      6.9289823    0.050665372      5.6178743    0.040376351      8.6572468    0.071347162
            155      6.2058415    0.049516815      5.0100864    0.038976821      7.7915306    0.069241028
            160      5.5459364    0.045183562       4.482831     0.03576867      6.9610809    0.062259546
            165      4.9614312    0.043393642      4.0230497    0.034447321      6.1998387    0.059389463
            170      4.5049678    0.041368203      3.6432897    0.032711329       5.647127    0.058671637
            175      4.0255963    0.039309736       3.253635    0.030974591      5.0531318    0.053866395
            180      3.6428186    0.042229654       2.944602    0.032624214      4.5675165    0.059899986
            185      3.3081743    0.035791858      2.6684775    0.028149057      4.1548916    0.048757582
            190      2.9821631    0.033355473      2.4118266    0.026517141       3.729655    0.046446327
            195       2.689299    0.031758832       2.167967    0.025080723      3.3700764    0.045558428
            200      2.4699684     0.03043001      1.9969306    0.024140718      3.0950668    0.041928261
            205      2.1944618    0.028791297      1.7803573    0.022724514      2.7337304    0.040343938
            210       2.065663    0.028927351      1.6678967    0.022550483      2.5842766    0.040141342
            215      1.8713183    0.026776724      1.5119167    0.021084673      2.3435364    0.036711496
            220      1.7297941    0.025725554       1.396171    0.020751606      2.1686224    0.036891025
            225      1.6161902    0.024774213      1.2971457    0.019371697       2.027436    0.035818018
            230      1.4782103    0.024932521       1.206504      0.0216613      1.8244899    0.039805966
            235      1.3122312     0.02204079      1.0553172    0.017201025       1.648974    0.030104814
            240      1.2204961    0.021713486     0.98276018    0.017020242      1.5325157    0.030062232
            245      1.1240637    0.020389531     0.90109191    0.015928991      1.4222679    0.027841899
            250      1.0436299    0.019764422      0.8411486     0.01536524      1.3083385    0.027608295
            255     0.95102858    0.019276401     0.77220516    0.015072272      1.1787326    0.027012197
            260     0.90977322    0.020783178     0.73268921    0.016143401        1.13858     0.02909878
            265     0.82647995    0.017492402     0.66952695    0.013812283      1.0279502    0.024249167
            270     0.75087136    0.016792614     0.60047863    0.013136761      0.9510998    0.023175985
            275     0.69476733    0.016202558     0.56042224     0.01274527      0.8653677    0.023045091
            280     0.65264257    0.015822631     0.52790332    0.012439338     0.81211167    0.022013708
            285     0.58916168     0.01551845     0.47405812    0.011943976     0.73962536    0.021567838
            290     0.59670324    0.014889146     0.47577212    0.011514204     0.75788524    0.020514588
            295     0.50640112    0.013712959     0.40233485    0.010643898     0.64405405    0.018678578
            300     0.46347104    0.013738156     0.37082137    0.010527969     0.58510834    0.019207685
            305     0.44732466    0.012626173     0.35490055   0.0097819073     0.57338246    0.017310004
            310     0.43322999    0.013031714     0.35286438    0.010728083     0.53585364    0.020286223
            315     0.39167436    0.012346368     0.31563611   0.0095980198     0.49037047     0.01691903
            320     0.35111764    0.011978304     0.28345342   0.0092701016     0.43737323    0.016892758
            325     0.35148081    0.011715113     0.28411303   0.0090308508     0.43804866    0.016360732
            330      0.3202585      0.0117422     0.25520105    0.008902929     0.40679417     0.01658372
            335     0.29962047    0.010600714     0.23936072    0.008160326     0.37913945    0.014710336
            340     0.28608681    0.011826985     0.22906401   0.0089492979     0.36202657    0.016797738
            345     0.26914054    0.011026747     0.21482927   0.0083369708     0.34009991     0.01555281
            350       0.262602    0.010542518     0.21035871   0.0081170447      0.3312015    0.014804751
            355     0.23845532     0.00986817      0.1900794   0.0075857864     0.30374123    0.013825071
            360     0.18945705   0.0084341545     0.15043556    0.006494207     0.24142643    0.011620606
            365     0.21397093    0.019431546     0.17061916    0.015062469     0.25724636    0.015821478
