#total-mbbZ1000        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      41002.495       5.379512      32579.198      3.8255707      57888.355      34.641445
              1      41002.495       5.379512      32579.198      3.8255707      57888.355      34.641445
