#  n_b_jets-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.5      8643.8412      3.8614679      6839.2685      2.9267789      12432.621      17.242751
            0.5      2866.3784      2.2658468      2331.5196      1.8012329      3650.6451      5.9620548
            1.5      426.25523     0.93315976      346.65471     0.74422731      536.26406      1.9742024
            2.5              0              0              0              0              0              0
            3.5              0              0              0              0              0              0
            4.5              0              0              0              0              0              0
            5.5              0              0              0              0              0              0
            6.5              0              0              0              0              0              0
