#         pt_em        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      86.974534     0.18689614      68.921468      0.1420515      123.26239     0.80623211
              5      266.48191     0.32334665      211.42038     0.24625426      377.78593      1.3247206
             10      459.63039     0.41986256      364.93349     0.32147332      650.09581      1.7335488
             15      661.25398     0.50010431      524.96638     0.38180097      939.13086      2.0682255
             20      851.09949     0.56620715      675.45359      0.4330653      1209.8731      2.3548583
             25      1001.9854     0.61672471      794.20316     0.47076907      1442.1473      2.6691619
             30      1076.5428     0.64612202      851.39542     0.48919771      1572.4006      2.9234295
             35      1009.2251     0.63253491      796.92228     0.47438218      1495.2998      3.0312341
             40      781.68872     0.55462895      619.07862     0.41974629      1130.1008      2.4298482
             45      538.51564     0.45296613      428.71621     0.34776601      740.56933      1.6590064
             50      369.49506     0.36936608      295.55308     0.28688891      493.36468      1.1259321
             55      260.72332     0.30732664      209.24021     0.24230477       340.6233     0.81025921
             60      189.49887     0.25855837      152.34041     0.20372842      244.86814     0.61964464
             65      140.72788     0.22194408      113.37541     0.17540767      179.73511     0.48780145
             70      107.21341     0.19214905      86.508496     0.15234363      136.20275     0.37919988
             75      82.291851      0.1676423      66.484292     0.13426462       104.2345     0.34112579
             80      64.520758     0.14825122      52.161013     0.11836096      81.596523     0.28612582
             85       51.44333     0.13150443      41.660345     0.10494019      64.724921     0.23664112
             90      40.838297     0.11734144      33.090807    0.093593284      51.332278     0.20214234
             95      33.138515     0.10551082      26.863035    0.084157567      41.747162     0.20596984
            100      27.311944    0.097300633      22.156996    0.080406929      34.263597     0.14424378
            105        22.4831    0.088070313      18.212531    0.070543397       28.23751      0.1202048
            110      18.642407    0.078263157      15.093444    0.062848598      23.381103     0.11029001
            115      15.568207    0.071492633      12.604428    0.057378498      19.532146    0.097688482
            120      13.051855    0.065621506      10.551886    0.052970297      16.427077    0.093292737
            125      11.056434    0.060034383      8.9299224    0.048084552      13.907042    0.082403012
            130      9.2954004     0.05525932      7.5119777    0.044457227      11.653777    0.078599111
