#          y_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      294.72788      2.5728827      229.39277      1.8896707      459.89638      12.657164
           -4.9      361.35353      2.8755692      281.33132      2.1172662       558.5336      13.882526
           -4.8      435.39782      3.1384141      340.05128      2.3214871       706.9156      14.975941
           -4.7      524.97947      3.7250596      410.51564      2.7455781      804.73146      17.925709
           -4.6      624.57956      3.7649061       487.9711      2.7781783      946.21014      19.525139
           -4.5      734.35694      4.0684718       574.9237      3.0091022       1133.575      19.633373
           -4.4      848.44921       4.372627      664.45317      3.2308454      1320.5791      19.612309
           -4.3       983.8071      4.7188864      771.59392      3.5170054      1536.4378      23.338865
           -4.2       1116.836      5.0111133      877.66361      3.7175346      1696.6542      22.720019
           -4.1      1261.9857      5.3498969      993.11234      3.9957928      1902.5494      25.838842
             -4       1435.732       5.674346      1128.8945      4.2395673      2182.3792       26.36723
           -3.9      1596.4937      5.9658086       1255.946      4.4511621      2425.5834      26.246823
           -3.8      1771.9555      6.2721021      1396.0255      4.7033205      2662.7795      28.998748
           -3.7      1948.7915      6.5460824      1537.1807      4.9093792      2865.6362      29.812109
           -3.6      2138.7707      6.8495132      1688.7968      5.1384942      3162.5034      30.968776
           -3.5      2322.3412      7.1237076      1835.5178      5.3632554       3444.862      31.117752
           -3.4      2533.2704      7.3904362      2003.0158      5.5520834      3723.1972      33.321082
           -3.3      2729.8582      7.6821531       2159.263      5.8126595       4010.872      33.753866
           -3.2      2947.2673      7.9556493      2332.4896      6.0137915      4314.3562      34.022776
           -3.1       3138.095      8.2550798      2487.2705      6.5418729      4570.3119      34.972302
             -3      3349.7991      8.4117532      2656.1058      6.3582206      4852.8572      35.612615
           -2.9      3548.5817      8.6143352      2813.6507      6.5204636      5144.2694      36.279342
           -2.8       3775.907      8.8801288      2994.6881      6.7184125      5440.1481       36.79116
           -2.7      3983.9002      9.0611826      3161.7584      6.9051375      5654.8303      37.733142
           -2.6      4183.8278      9.2740467      3324.0447      7.0631829      5938.1996      38.780938
           -2.5      4406.8874      9.4828652      3496.6316      7.2059871       6313.353      39.219402
           -2.4      4609.7759      9.6685119      3661.1763      7.3558353      6668.7604      39.660211
           -2.3      4801.1916        9.82148      3815.1008      7.5054599      6786.3926      40.655407
           -2.2      4962.1975      9.9750309      3946.4256      7.6233293      7004.2232      38.911931
           -2.1      5160.7672      10.258318      4105.6887        7.85007      7294.7286      39.028888
             -2       5369.386      10.282748      4270.8939      7.8608791      7493.5845      39.749047
           -1.9      5539.3106         10.421      4406.3091      7.9970577      7797.9697       39.68108
           -1.8      5727.7201      10.605146      4559.9476      8.2237885      8025.8605      40.054585
           -1.7      5878.0077      10.711764      4679.1109      8.2089072      8218.8211      40.930609
           -1.6      6042.3623      10.841376      4811.7424       8.311352      8416.4802      40.855257
           -1.5      6213.8728      10.948911      4947.5564      8.4236884      8659.5901      39.724767
           -1.4      6334.9543       11.03788      5046.7921      8.5137192      8749.7359      41.177863
           -1.3      6505.3111      11.170604      5180.7291      8.6249564      9036.5449      41.334253
           -1.2      6615.5021      11.243989      5269.5021      8.8101578      9172.0871      40.590277
           -1.1      6769.0463      11.365041      5393.6106      8.7962197      9354.9324      41.411388
             -1      6887.1824      11.434988      5484.8449       8.910258      9582.7282      40.651476
           -0.9      6979.2899      11.496914      5559.5027      8.8627511      9661.2372      40.477715
           -0.8       7042.256      11.542426      5615.1635      8.9957557      9707.2269      42.177774
           -0.7       7121.131      11.624424      5673.7831      8.9617008      9816.0438      43.987464
           -0.6      7229.7279      11.678531      5764.2568      9.0777444      9941.5552      41.465646
           -0.5      7285.1764      11.758451      5805.7282      9.0754818      10087.902      40.836014
           -0.4      7342.3217      11.756404      5852.9049      9.1276816      10124.278      41.593286
           -0.3      7341.8479      11.737023      5855.1286      9.1081546      10112.271      42.862226
           -0.2      7382.3968      11.766746      5885.1976      9.0952766      10153.818      42.033391
           -0.1      7374.1161      11.765225      5877.1092       9.106146      10182.293      41.687689
              0      7386.8881      11.770845      5885.6303       9.090437       10188.78      41.941228
            0.1      7358.8794      11.813978      5869.9991      9.2006731      10107.669      43.000422
            0.2      7361.3527      11.778625      5870.9847      9.1944824      10071.799      42.090549
            0.3      7318.3893      11.747979      5831.6437       9.141515      10072.811      42.773129
            0.4      7264.7817       11.72839      5793.9314      9.2103519      9993.4175      41.381427
            0.5      7233.1607      11.697354      5760.1055      9.0251141      10023.002      42.237933
            0.6      7132.1298      11.609665      5682.5639      8.9471466        9880.52      42.219786
            0.7      7062.2105      11.617115      5627.3386      8.9969533      9744.7043      43.108026
            0.8      6970.1971      11.536752      5555.9269      9.0046794      9586.3815      42.317916
            0.9      6864.8336      11.429937      5470.9655       8.824681      9550.2452      42.754977
              1      6753.5091      11.394266        5381.19      8.7490422      9256.6066       43.85464
            1.1      6627.5942      11.362389      5278.2706      8.7781895       9186.243      41.844543
            1.2      6508.2696      11.197116      5183.7855      8.6859709      9063.6346      42.520513
            1.3      6359.2928      11.116206      5061.0434      8.5785743      8835.2052      43.185842
            1.4        6178.92       10.98696      4924.4817      8.5963581      8555.7058      40.351668
            1.5      6053.0725      10.856048      4817.8504       8.334295      8475.5237      42.301163
            1.6      5901.9653      10.764407      4696.0066      8.2590243       8224.543      42.587756
            1.7      5731.5188      10.655899      4560.8228      8.2217658      8008.4076      43.682066
            1.8       5547.431      10.492431      4413.0596      8.0305265       7710.884      41.408457
            1.9      5375.9286      10.385725      4275.4769      7.9267822      7577.5722      43.489486
              2      5171.5082      10.198412      4114.2998      7.8108421      7265.6977      41.208003
            2.1      4993.2669      10.038629      3969.9567      7.6481567       7064.466      38.633443
            2.2      4807.0927       9.893035      3818.8714      7.5240893      6821.2119      42.005415
            2.3      4589.5899      9.7275555      3649.2543      7.4135826      6528.1166      41.261123
            2.4       4390.481      9.5056157      3488.2649      7.2147422      6257.2184      39.960424
            2.5      4199.6073      9.3461692      3335.2545      7.1234529      6018.0229      40.237006
            2.6       3983.147      9.1233007       3159.828      6.8956146      5712.7477      37.988305
            2.7      3779.9839      8.9345478       2996.177      6.7743971      5442.6457       38.21809
            2.8      3552.9048      8.7128035      2818.0454      6.5658367      5146.6531      36.954298
            2.9      3348.2513      8.4729081      2652.9757        6.40546      4823.2741      37.797143
              3      3128.0394      8.2314583       2479.978      6.1853085      4519.1253      36.601414
            3.1      2928.8563      8.0517521      2321.1194      6.0402134      4267.4834      36.508235
            3.2      2730.6254      7.8172004      2158.5131       5.867392      4038.3417      35.751473
            3.3      2525.1831      7.4745221       1995.572      5.5823602      3758.9392      33.231138
            3.4      2333.6376      7.2140795      1844.1385      5.3985918      3474.3494      34.162897
            3.5      2146.5581      6.9843479      1693.7533      5.1931999      3171.3624      34.011005
            3.6      1949.8281      6.6674024      1536.9343      4.9557918        2880.64      33.528765
            3.7       1763.085      6.3396404      1388.5367      4.6995719      2659.0651      31.814904
            3.8      1602.1959      6.2054032      1260.9343      4.5937928      2457.3232      30.221999
            3.9      1416.7392      5.7165388      1114.9807      4.2262468      2144.1755      28.908839
              4       1268.252      5.3884549      995.42451      3.9818313      1959.7654        25.3479
            4.1      1113.2378      5.1004287      874.30559      3.7641329      1661.5497      26.638559
            4.2      972.31347      4.7588028      763.49565      3.5107275      1480.1206      23.556874
            4.3       841.7418      4.4401656      661.11118      3.2940049      1297.1942      22.472524
            4.4      723.90266      4.1349161      567.39852       3.034955      1100.8073       21.70262
            4.5      621.78974      3.8007114      486.27239      2.7895534      965.48503      19.731675
            4.6      527.10836      3.5259706      411.30219      2.5704992      815.21961      19.695612
            4.7      435.16793      3.1967704      339.25786      2.3337378      719.06341      18.015133
            4.8      358.83631      2.9064929      278.92451       2.113838      582.54979      16.635925
            4.9      295.50125       2.608541      229.99057      1.9132492       479.3548      13.498702
              5      295.50125       2.608541      229.99057      1.9132492       479.3548      13.498702
