#    y_j1-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      3.1492143     0.21895066        2.48762      0.1722165      4.0755358     0.29273406
           -4.9      5.3999908     0.29364549      4.2657415     0.22825672      7.0139097     0.40004519
           -4.8      8.5531115     0.36565025      6.8061177     0.29186981      10.983926     0.48511643
           -4.7      11.492204     0.42516192       9.169517     0.33736622      14.699451     0.57420298
           -4.6      17.132829     0.51722982      13.551101      0.4052172      22.145473     0.70531786
           -4.5      88.071145      1.1756944      69.808663     0.92253824      113.70972      1.6070089
           -4.4      119.48697      1.3657754      94.737476      1.0853972      154.11363      1.8483765
           -4.3         152.61      1.5474584      121.34446      1.2149883      196.18915      2.0972914
           -4.2      197.75691       1.745931      156.75221      1.3684438      255.32991      2.3581223
           -4.1      244.69935      1.9416893      194.27656      1.5230828      314.79794      2.6171723
             -4       294.8015      2.1381683      234.80828      1.6783421      377.38542      2.8838463
           -3.9      358.65508        2.36197      285.60989       1.882466      458.06019      3.4697618
           -3.8      433.03579      2.5851877      345.27683      2.0425377      553.60921       3.475129
           -3.7       508.0225      2.7993805      405.09882      2.2278038      649.13496      3.7765471
           -3.6      598.23314      3.0335178      476.11795      2.4062798      766.74293      4.0542741
           -3.5      696.84292      3.2739552      555.72235       2.580056      890.51879      4.3861569
           -3.4      790.31969      3.4994939      630.37013      2.7689725      1009.5519      4.7200355
           -3.3      904.87256      3.7234615      723.13357      2.9439439      1152.8162      4.9980502
           -3.2      1016.5647      3.9494045      811.20785      3.1240136      1297.8948      5.2974538
           -3.1      1140.2997      4.1755869      909.83416      3.2976819       1456.024      5.5965477
             -3      1253.3358       4.379103      1001.4668      3.5285609      1596.6511      6.0430294
           -2.9      1388.2603      4.6014629       1108.203      3.6397836      1772.7772      6.3317364
           -2.8      1505.5771      4.8009981      1202.1612      3.7866249        1920.22      6.4178039
           -2.7      1639.5823      4.9886493      1309.2232      3.9425008       2091.422      6.6842577
           -2.6      1754.4677      5.1930975      1403.0476      4.1423011      2232.6387      7.0756237
           -2.5      1885.9876      5.3504708      1505.9179      4.2415882      2404.8489        7.17273
           -2.4      1999.9828      5.5135224      1598.0913      4.3751033      2546.9658       7.437942
           -2.3      2121.4368      5.6571878      1693.9342      4.4830147      2705.7736      7.5593338
           -2.2      2229.8565      5.8124365      1781.0024         4.5993      2843.1923      7.7560861
           -2.1      2346.9442      5.9619259      1873.6563      4.7183213      2994.0877      7.9510598
             -2      2444.3097      6.0744589      1952.9105      4.8384967      3117.0202      8.4036097
           -1.9      2544.4588      6.2424749      2031.2692      4.9308576      3246.3193      8.3144817
           -1.8      2639.6496      6.4696147      2108.8933      5.1126797       3360.833      8.9602962
           -1.7      2736.9961       6.463556       2185.724      5.1149309      3490.2044      8.6602261
           -1.6      2821.8631      6.5421146      2254.5931      5.1917066      3595.9287       8.747671
           -1.5      2913.7832      6.6181771      2326.7192      5.2543536        3716.64      8.8286759
           -1.4      2971.9785      6.6881409      2374.1115      5.3090894      3789.8217      9.0186789
           -1.3      3045.4489      6.8742538      2430.7928      5.4308748      3886.7598      9.2101705
           -1.2      3114.0319      6.8375618      2484.2002      5.4106686      3977.4306      9.1134793
           -1.1      3174.8183      6.8885266      2534.6652      5.4854685      4047.6287      9.5795768
             -1      3229.4152      6.9982695      2578.7026      5.5609399      4119.3284      9.3179618
           -0.9      3280.4442       7.070593      2617.8171      5.5930031      4187.5883       9.427741
           -0.8      3306.5333      7.0323141      2640.3117      5.5835942      4217.5014      9.3955412
           -0.7      3349.1918       7.085508      2673.2921       5.643256      4274.8405      9.4513454
           -0.6      3377.7151      7.1153051      2696.2298      5.7205117       4310.585      9.5590406
