#  total-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      683.87148      1.0684442      525.28475     0.79848736      909.75759      1.5454106
              1      683.87148      1.0684442      525.28475     0.79848736      909.75759      1.5454106
