#         pt_j2        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1790.5298     0.92706587      1417.4049      0.6809613      2873.0897      4.6318153
              5      1495.6999     0.68388104      1193.8744     0.53653329      1942.3188     0.97860314
             10      964.84054     0.53694976      770.77474     0.42616091      1237.9324     0.73783303
             15      640.60473     0.43616428      511.22157     0.34607443      820.43005     0.58911839
             20      441.18261     0.36165417      351.73313     0.28799641      564.97164     0.48760749
             25      314.16351     0.30500849       250.1876     0.24235034      402.54224     0.41132961
             30      230.20951     0.26051511       183.0066     0.20646142      295.53132     0.34967717
             35      173.07416     0.22565906      137.34286     0.17852849      222.64568     0.30231035
             40      132.86585     0.19806456      105.28863     0.15750213      171.20922     0.26996535
             45       103.3308     0.17470014       81.77025      0.1376281      133.35778     0.23507302
             50      81.686059     0.15570736      64.432083     0.12269475      105.65648      0.2119657
             55      65.887529     0.14087176        51.7794     0.11048031      85.593944       0.193513
             60      53.249888     0.12614493       41.72769    0.098659164      69.408416     0.17283636
             65      43.898894     0.11506291       34.27852    0.089256229      57.463034     0.15850489
             70      36.464269     0.10562029      28.419601    0.084204501      47.829997     0.15209097
             75      30.366415    0.094206383      23.585271    0.073049404      40.002806     0.12980213
             80      25.453513    0.086876655      19.725099    0.066913547       33.61933      0.1201732
             85      21.856608    0.083252882      16.890995    0.064348448      28.968492     0.11801733
             90      18.724845    0.076492632      14.408185    0.058152988      24.945438     0.10676441
             95      16.064247    0.069730141      12.339874    0.053115203      21.446652    0.097302836
            100      13.968199    0.065320268      10.706985    0.049574652       18.69423    0.091620025
            105      12.022563    0.061484707      9.1928249    0.046304176      16.140016    0.086824345
            110      10.498476     0.05528937      8.0335083     0.04200374      14.079289    0.077361187
            115      9.3456746    0.053551064      7.1230781     0.04037071      12.593504    0.075444191
            120      8.2584784    0.057101249      6.2751943    0.041992613      11.169879    0.082000216
            125      7.3612844    0.058816494      5.5900357    0.042926269      9.9619606    0.086204252
            130      6.4246117    0.044288661      4.8705803    0.033315774      8.7140801    0.062842356
            135      5.7303334    0.043075819      4.3374749    0.032158593      7.7852517    0.061705707
            140      5.1797087    0.039197196      3.9230404    0.029492991      7.0321745    0.055611122
            145      4.6347058     0.03775007      3.4962025     0.02817292       6.322331    0.053940186
            150      4.2192416    0.037740027      3.1730682    0.027865057      5.7775666    0.054119721
            155      3.7319471    0.034097712      2.8133867    0.025431714      5.0953632    0.048959811
            160      3.4544351    0.033221277      2.5877232    0.024501237      4.7524902    0.047630396
            165      3.0358869    0.030770507      2.2817932    0.022884298      4.1597227     0.04414714
            170      2.8154175    0.032030382      2.1044726    0.023365987      3.8831939     0.04673959
            175      2.5473475    0.027347345      1.9053108    0.020305144        3.51082    0.039175038
            180      2.2692908    0.026027454      1.6940594    0.019216136      3.1356579    0.037549403
            185      2.1950569    0.041220628      1.6352844    0.029020822      3.0390001    0.061567418
            190      1.9628776    0.024196134      1.4621921    0.017884821      2.7194062    0.034904926
            195       1.779229    0.025586796      1.3216276    0.018520442      2.4718702    0.037542407
            200      1.6350356    0.022545469      1.2133284    0.016528019      2.2756269    0.032654832
            205      1.4787771    0.022294727      1.1046162    0.016920583      2.0419566    0.033969373
            210      1.3983528    0.020454566      1.0384372    0.015093323      1.9444651    0.029802484
            215      1.2522286    0.019306063     0.92796453    0.014174361      1.7461644     0.02810051
            220      1.2100449    0.020887765     0.89521999    0.015036326      1.6895555    0.031037992
            225        1.06016    0.020189549     0.77966859    0.014443364      1.4904834    0.029922399
            230      1.0064594    0.018215305     0.74341577    0.013306407      1.4086055    0.027247515
            235     0.90628067    0.016413286     0.67000346    0.012034142       1.266131    0.023856131
            240     0.88203821    0.017624096      0.6501097    0.012697429      1.2376068    0.026101826
            245     0.80519281    0.018507659     0.59229714    0.013178912      1.1325672    0.027630633
            250     0.76927781    0.019227448     0.56505359    0.013473656      1.0835327    0.029132165
            255     0.68523614    0.014474788     0.50560172     0.01171457      0.9610728    0.023813688
            260     0.63800252    0.018466212     0.46544069    0.012854964     0.90621862     0.02801389
            265     0.60027047    0.013352024     0.44105989   0.0097222042     0.84486989    0.019599099
            270     0.57345556    0.014098425     0.41765418     0.01001731     0.81596435    0.021083332
            275     0.53463499    0.012949119     0.39134194   0.0093719398     0.75630657    0.019307588
            280     0.50568236    0.012606986       0.368676    0.009059985     0.71875742    0.018617212
            285      0.4585819    0.012101665     0.33418428   0.0086961752     0.65195551    0.018034569
            290     0.42818512    0.012166812     0.31212595   0.0086529928     0.60868679     0.01820762
            295     0.42385349    0.011557886     0.30786438   0.0082536241     0.60510688    0.017272217
            300     0.41927145    0.015082316     0.30308991    0.010440434     0.60167851    0.022985477
            305     0.37966246    0.011681894     0.27501778   0.0082592485     0.54338495     0.01744122
            310      0.3536635    0.013952884     0.25616796   0.0094795011     0.50645391    0.021860571
            315     0.32385182    0.010098548      0.2339894   0.0072050281     0.46526695    0.015017319
            320     0.29614742   0.0099875958     0.21390283   0.0070683735     0.42557518    0.015044129
            325     0.29080326   0.0092137304       0.211391   0.0066308981     0.41473897    0.013568227
            330     0.27833191    0.009024386     0.20271629    0.006538768     0.39626864    0.013386879
            335     0.25557692   0.0085473268      0.1851867   0.0061680598     0.36588202    0.012629503
            340     0.22733275   0.0094977794     0.16431419   0.0066643708     0.32639329    0.014372201
            345     0.22541024   0.0083623872        0.16326   0.0059670202     0.32276831    0.012449691
            350      0.2149546   0.0080522518     0.15513905   0.0057408172     0.30912379    0.011987812
            355     0.19599555   0.0082591213     0.13928668    0.005753956      0.2870726    0.012566439
            360     0.19136398   0.0076632859     0.13750658   0.0054523925     0.27645571    0.011411385
            365       0.167274   0.0070297186     0.12083398   0.0050143637     0.24025199    0.010497414
            370     0.15933901    0.006922417      0.1141542   0.0049106554     0.23137649    0.010393798
            375     0.15253539   0.0064601638     0.11015177   0.0046363759     0.21947843     0.00960516
            380     0.14149363   0.0070256711     0.10298804   0.0049729122     0.20149123    0.010663169
            385     0.14867995   0.0076783355     0.10746323   0.0053600615     0.21358313    0.011713237
            390     0.13704411   0.0066255325    0.099138062   0.0046791807     0.19706273    0.010109902
            395     0.13115553    0.006781668    0.094312102   0.0047850848     0.18938813    0.010158098
            400     0.11863578   0.0070576685    0.085137217   0.0049016224     0.17190569    0.010772687
            405     0.12628742    0.007770307    0.090356929   0.0053711178     0.18345795    0.011952502
            410     0.10839595   0.0058335874    0.077491143   0.0041010389     0.15774179   0.0088550018
            415     0.10639578    0.006023033    0.075545362   0.0041810722     0.15590773   0.0091990003
            420    0.090786154   0.0050327781    0.065620276   0.0035755099     0.13052875   0.0076237539
            425     0.10115864   0.0054054331    0.072010626   0.0038436607     0.14785472   0.0080535197
            430    0.094174383   0.0052316797    0.067274862   0.0037487786     0.13760012    0.007884507
            435     0.09261294   0.0087268654    0.066040535   0.0057017999     0.13508542    0.014193521
            440    0.077159732   0.0046672635    0.055041917   0.0033093267     0.11254781    0.007012421
            445    0.086812609   0.0051083532    0.061157157   0.0035879121     0.12837316   0.0077288545
            450    0.073885799   0.0054553309    0.052993264   0.0037969324     0.10705423   0.0083412809
            455    0.063533366   0.0042327773    0.044910181   0.0029858495    0.093645691   0.0063572717
            460    0.060777347   0.0042849015    0.043017771   0.0029617533    0.089523288   0.0066192122
            465    0.067459592   0.0049006124    0.048857399   0.0034413929    0.096712608   0.0075061492
            470     0.06460625   0.0043105833    0.045872579   0.0030372504    0.094740725   0.0066169373
            475    0.071360641   0.0055152606    0.049581507   0.0037276119     0.10714106   0.0086307276
            480    0.059511268   0.0045288843    0.042604784   0.0031642873    0.086581101   0.0069296576
            485    0.069280546   0.0066693854    0.048553704   0.0044202421     0.10303442     0.01063185
            490    0.051746314   0.0042494919    0.036652011   0.0029306304    0.076164432    0.006542376
            495    0.050532959   0.0040086159    0.036216789   0.0028394985     0.07337394   0.0060569424
            500    0.050532959   0.0040086159    0.036216789   0.0028394985     0.07337394   0.0060569424
