#  pt_Z-mbbZ150        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      199.39718     0.32887838      153.04901     0.23248333      379.96554       2.424022
              5      484.15913     0.49548413      373.47579     0.35351901      872.71813      3.3232057
             10      575.71068     0.52152986      447.46081     0.37817735      950.88016      3.0341866
             15      549.36366     0.49343845      429.86576     0.36292545      848.56852      2.4568669
             20      478.14648     0.44811871      376.26972     0.33472722       703.6213      1.9615275
             25      397.00279     0.39900997      313.78086      0.3014439      559.05027      1.5356333
             30      321.44367      0.3505522      254.76509     0.26707607      441.29148      1.1984678
             35      254.50212     0.30497723      202.25891     0.23493529      340.26376       0.923864
             40      199.82054     0.26323396      158.91495     0.20423039       262.6794     0.71746115
             45      153.81474     0.22386477      122.44315     0.17494177      199.77841     0.49102596
             50      118.28252     0.18970232       94.09564     0.14894233      151.67237     0.31248951
             55       92.18958     0.16279473      73.224072     0.12817896      117.85598       0.231862
             60      72.433381     0.14267975      57.548987     0.11328099      92.486262     0.19526981
             65      58.383886     0.12701987      46.340091     0.10041144      74.628021     0.17260332
             70      46.786052     0.11291219      37.148128    0.088937577      59.761527     0.15243907
             75      38.071306     0.10193895      30.224456     0.08051226      48.634056     0.13862971
             80      31.002435    0.091328574      24.615401    0.072217694      39.597561     0.12420406
             85      25.396891    0.082511235      20.187673     0.06517194      32.384163     0.11167878
             90      20.930907     0.07475822      16.633578    0.059055898      26.699334     0.10141804
             95      17.302785    0.068066548      13.763679    0.054037782       22.04022    0.093334429
            100      14.248594    0.061787478      11.321656    0.048588505      18.178736    0.083270426
            105      11.879361    0.056306637      9.4441685    0.044493486      15.145887    0.075870776
            110      9.9378312    0.051875312      7.9065824    0.040840477      12.656485    0.070179298
            115      8.3092551    0.047125688       6.600603    0.037117505      10.607074    0.063593419
            120      7.0105673    0.043239333      5.5802424    0.034383399      8.9239997    0.059353337
            125      5.9094183    0.039828999      4.7131744    0.031573281      7.4998388      0.0544832
            130      5.0316059    0.036724017      4.0039294    0.028937122      6.4068789     0.04974536
            135       4.285052    0.033852142      3.4229089    0.027191886      5.4273012    0.048537364
            140      3.6125174    0.031432586      2.8766307    0.024859007      4.6044595    0.043739327
            145      3.0522592    0.028538588      2.4259784    0.022442052      3.8974924    0.038855902
            150      2.6267816    0.026904462      2.0952337    0.021459928      3.3374251    0.038138168
            155      2.2419732    0.024792756      1.7845775     0.01945192      2.8550225    0.034143274
            160      1.9017632    0.022701118      1.5109573    0.018080098      2.4280975    0.031815295
            165      1.6554996    0.021316364      1.3140957     0.01661502      2.1154144    0.029322556
            170      1.4493732    0.019742589      1.1489986    0.015550573      1.8553382     0.02771564
            175      1.2490202    0.018369775     0.99484168    0.014384522      1.5867956    0.025503982
            180       1.095519    0.017280053     0.87213429    0.013692054      1.3931647    0.024294393
            185     0.95509305     0.01605994     0.75845637    0.012599247      1.2172444    0.022434457
            190     0.84046362    0.015055331     0.66564944    0.011989188      1.0747354    0.021402156
            195     0.69783176     0.01374363     0.55072984    0.010678388     0.89697429     0.01903083
            200     0.60804922     0.01302332     0.48571248    0.010178603     0.76770848    0.018302112
            205     0.55481084    0.012315521     0.44167569   0.0095775502      0.7038081    0.017035072
            210      0.4865475    0.011456827      0.3861921   0.0089864252      0.6195611    0.016202516
            215     0.42944337    0.010913576     0.34545422    0.008789547      0.5360681    0.016257164
            220     0.38812226    0.010405502     0.30499364   0.0080210731     0.50114231    0.014541217
            225      0.3214754   0.0093769584     0.25297652   0.0072300091     0.41398662    0.013527361
            230     0.30049259   0.0092508107     0.23817398   0.0071299544     0.38277155    0.013137399
            235     0.25955072   0.0085240229     0.20621194   0.0066079734     0.32892602    0.012278159
            240      0.2360456   0.0081189585     0.18806132   0.0063015159      0.2981755    0.011458814
            245     0.22160472   0.0078843164     0.17497208   0.0060343273     0.28362756    0.011366685
            250     0.19559041   0.0073989441     0.15669469   0.0057941382     0.24476196    0.010578306
            255     0.18412723   0.0071085581     0.14662058   0.0057948123     0.23250193    0.010710898
            260     0.13793471   0.0063622845      0.1119452   0.0049879384     0.16894628   0.0095059951
            265      0.1336175    0.006102658     0.10533844   0.0046851143     0.17119861   0.0086282551
            270     0.12555956   0.0058615816    0.098642037   0.0045282957      0.1615856   0.0082759036
            275     0.11039282   0.0056177965    0.086494012   0.0042676039     0.14234116   0.0079054493
            280     0.10005904   0.0053394609    0.078134502   0.0040673846     0.12986083   0.0076156938
            285    0.092001455    0.005524534    0.071943746   0.0040938865     0.11896828    0.008184436
            290    0.083308208   0.0048295414    0.065607131   0.0036613396     0.10658077   0.0069318662
            295    0.070058371   0.0043910446    0.056541849   0.0035296757    0.086478078   0.0063560605
            300    0.052979636   0.0038954914     0.04179654   0.0030091825    0.067428788   0.0055321716
            305    0.057152323   0.0040426103    0.045602458   0.0030727616    0.071578005   0.0060098894
            310    0.051907363   0.0038113424     0.04083459   0.0028978789    0.066495917   0.0054499945
            315    0.050951916   0.0037319587    0.039199239   0.0027879687    0.067454338    0.005582448
            320    0.047228272   0.0043617965      0.0369802   0.0031012285    0.060941006   0.0067506915
            325     0.03816735   0.0033142074    0.030206609   0.0025468854    0.048354136    0.004889123
            330    0.033708483   0.0031449626    0.027175364   0.0025881701    0.041033424   0.0049484251
            335    0.035890498   0.0032254626    0.027745081   0.0024136397    0.046955186   0.0045825788
            340    0.030383567   0.0029236325    0.024073997    0.002277055    0.038412004   0.0040868183
            345    0.021481837   0.0025956213    0.018588714   0.0020621067    0.023265439   0.0035923961
            350    0.023226422   0.0027648222    0.018381749   0.0020389469    0.029388154    0.004063225
            355    0.025471313   0.0027334085    0.020289869    0.002127574    0.031847649   0.0040945826
            360    0.019232737   0.0022754266    0.014729908   0.0017276415    0.025490308   0.0031767734
            365    0.016514919   0.0022373605    0.012583838   0.0016224901    0.022146156   0.0032947811
            370    0.018249507    0.002304433    0.014424827   0.0017404288    0.023134187   0.0033161642
            375    0.018240795   0.0022486228    0.013696197   0.0016518859    0.025010048   0.0033118903
            380    0.015158658    0.002142163    0.011570188    0.001566671    0.020204842   0.0032182632
            385    0.018261272   0.0022231111    0.014135192   0.0016931717    0.023841323   0.0031781651
            390    0.014235949   0.0019822335    0.011561482   0.0018625394    0.017290054    0.003662608
            395   0.0093037264   0.0018020453   0.0074178888   0.0012801813    0.011525463   0.0030156424
            400    0.012684171   0.0021030582   0.0098275421   0.0015398908    0.016664282   0.0031089528
            405    0.011001373   0.0016584816   0.0085954913   0.0013339752    0.014089978    0.002285682
            410   0.0097468233   0.0016762646   0.0076940331   0.0012596028    0.012283142     0.00239148
