# pt_bjet2-CMS-        central        num_err    min (scale)        num_err    max (scale)        num_err
# 2bjet
             30              0              0              0              0              0              0
             40              0              0              0              0              0              0
             60              0              0              0              0              0              0
             80              0              0              0              0              0              0
            110              0              0              0              0              0              0
            150              0              0              0              0              0              0
            200              0              0              0              0              0              0
