# eta_bjet1-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
# -1bjet
              0      1766.0087      2.8606853      1435.9434      2.2773513      2235.3807      7.1620415
            0.4      1691.9083       2.813448      1376.0061      2.2364552       2142.391      7.1253536
            0.8       1539.983      2.6891682      1252.6369      2.1620186      1956.4804      6.6770033
            1.2      1321.9032      2.5049622       1075.699      1.9865954      1681.0381      6.1933123
            1.6      1079.7422      2.2750983      878.64869      1.8075366      1381.4375      5.6584669
              2      832.03854      2.0092731      676.50174      1.5861186      1070.5453      5.6205832
            2.4      832.03854      2.0092731      676.50174      1.5861186      1070.5453      5.6205832
