# pt_bjet1_2-CM        central        num_err    min (scale)        num_err    max (scale)        num_err
# S-2bjet
             30      4.7964412    0.022045136      3.8649997     0.01727421      6.2293957    0.055401545
             50       5.157888    0.022813135      4.1739591    0.018026884      6.5101982    0.047930001
             70      3.4866741    0.018785945       2.836991     0.01495379      4.3837865     0.03478058
             90      2.2706611    0.015446446      1.8606716    0.012813777      2.8249908    0.026298507
            110      1.2911399   0.0080573615      1.0501778   0.0064617774      1.6227633    0.011438709
            150     0.58786549   0.0049500411     0.47479053   0.0039263581     0.74187381   0.0069907969
            200     0.58786549   0.0049500411     0.47479053   0.0039263581     0.74187381   0.0069907969
