#pt_Z-CMS-2bjet        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.89756418    0.014195475     0.73280456     0.01111594      1.1661537    0.031023785
             10      2.6278394    0.023986236      2.1451684    0.018820602       3.257421     0.05882822
             20      3.6191551    0.019475953      2.9441916    0.015375327      4.5730578    0.041925638
             40      3.1108001    0.017659618      2.5243906    0.014004244       3.956596    0.041063921
             60      2.8718339    0.017312743      2.3331535     0.01366174      3.6464834    0.036653495
             80      2.4886383    0.016277483      2.0210545    0.012897971      3.1097491    0.023793403
            100      1.5249362   0.0077500926        1.24075   0.0062123823      1.9215608    0.010826776
            150     0.71793741   0.0052938748     0.57730179   0.0044447309     0.91328932   0.0090248641
            200     0.71793741   0.0052938748     0.57730179   0.0044447309     0.91328932   0.0090248641
