# total-mbbZ150        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      21139.617      5.5195836       16604.13      4.0092074      31718.459      31.863427
              1      21139.617      5.5195836       16604.13      4.0092074      31718.459      31.863427
