#   pt_bb-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      212.81664     0.24901829        167.461     0.19561665      276.30039     0.34392342
              5      493.76978     0.37257333      389.18281      0.2934302      639.90464     0.51291054
             10      557.80405     0.39771139      440.92214     0.31689636      720.84338     0.54342005
             15      513.79148     0.38444928      407.25289     0.30425243        661.858     0.52088877
             20      441.06576     0.35986194      350.52346     0.28445874      566.54316     0.48502952
             25      368.04845     0.33154981      293.21319     0.26285354      471.40687     0.44626334
             30      305.46514     0.30403586       243.9034      0.2414623       390.3021     0.40835548
             35      252.76814     0.27867765      202.35524     0.22282115      321.88767     0.37495799
             40      209.73423       0.256751      168.17504     0.20493338      266.71864     0.35012659
             45      174.62176     0.23340297      140.31462     0.18863506      221.42227     0.31693859
             50      145.89625     0.21426161      117.43112     0.17102461      184.59043     0.28482427
             55      122.94947     0.19721174      99.064304      0.1576345      155.37684      0.2611312
             60      103.49897     0.18128022      83.555765     0.14632167      130.45875     0.24441665
             65      87.826303     0.16822471      71.042659     0.13546879      110.42921     0.22296078
             70      74.982338     0.15500755      60.650235     0.12526848         94.217     0.20464564
             75      64.610067     0.14825252      52.239766      0.1182918      81.106982     0.19931171
             80      55.497874     0.13419106      44.835953     0.10738668      69.716721     0.17859737
             85       47.92232      0.1246357      38.697688    0.099624657      60.217602     0.16552057
             90      41.571741     0.11693347      33.562953    0.093284675      52.235865     0.15603052
             95      36.385007     0.10886449      29.377261    0.087302936       45.69585     0.14559758
            100      31.863096     0.10303333       25.72094    0.082237747      40.011741     0.13846022
            105        27.9807    0.095571598      22.584686    0.077220201      35.131776      0.1286032
            110      24.483833    0.089709441      19.782875    0.076664411      30.692935     0.12635592
            115      21.848804    0.084513262       17.61236    0.067515248      27.459449     0.11367552
            120      19.248302    0.079448604      15.531049    0.065107726      24.159057     0.11142099
            125      17.078424    0.074785844      13.766999    0.059732299      21.456276     0.10142627
            130      15.298784    0.070925077      12.317974    0.056326122      19.245428    0.094779152
            135      13.574571     0.06688504      10.926986    0.053298979      17.074206    0.089887957
            140      12.033103    0.063094732      9.6994286    0.050008014      15.103811    0.085101503
