# dy_Z_bjet1-CM        central        num_err    min (scale)        num_err    max (scale)        num_err
# S-1bjet
              0      913.82806       2.130862      744.13139      1.6901884      1173.4676      6.1638586
            0.4      799.89075      1.6050671      651.00422       1.266086      1015.0431      4.1967901
              1      584.83479      1.3534305      475.50968      1.0722276      744.76717      3.2591247
            1.6      363.66202     0.96672149      295.21003     0.77035937      462.36106      1.8592168
            2.3      152.71484       0.495398      123.24449     0.42813551      194.67647     0.90506274
            3.4      22.963534     0.18382499      18.221684     0.14444209      29.622771     0.26037467
            4.6      22.963534     0.18382499      18.221684     0.14444209      29.622771     0.26037467
