#        eta_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      664.88223      3.8350257      521.88878      2.8617147      1020.8894       18.36965
           -4.9      751.75471      4.0677835      591.17994      3.0384059      1117.0135      18.766892
           -4.8      848.27157      4.3174775      665.70574      3.2214812      1302.3422      20.427216
           -4.7      953.99947      4.5820717      750.17106      3.4139555       1441.676      22.105013
           -4.6      1063.3972      4.8651558      837.22644      3.6423699      1605.8648      21.435437
           -4.5      1180.4597      5.1236959      929.74113      3.8381299      1781.9388      23.200458
           -4.4      1314.0286      5.3591891      1034.7995      4.0109866      1957.3711      24.775603
           -4.3      1460.3474      5.6455156      1151.3017      4.2354267      2186.4785      26.618007
           -4.2      1601.1133      5.9100691      1262.7225      4.4389155      2356.0795      26.807689
           -4.1      1749.8999      6.2024435      1379.9294      4.6556206      2602.1512      27.084059
             -4      1913.0627      6.4686898      1509.6335        4.87675      2844.0602      28.754537
           -3.9      2068.3723       6.668467      1632.5465      4.9973761      3088.2291      30.661972
           -3.8      2239.3605      6.9386542      1769.3783      5.2294321      3355.9522      29.942135
           -3.7      2417.5812      7.3070936      1910.7068      5.8485331      3559.7344      32.276703
           -3.6      2617.0805      7.4363469      2068.9974      5.6318622      3868.7535      31.762192
           -3.5      2786.7414      7.6953365       2204.118      5.8116413      4129.2051      32.709964
           -3.4      2975.4216        7.94889      2354.8477      6.0114052      4325.4595      35.449929
           -3.3       3155.864      8.1310457       2498.684      6.1396747      4544.3452      37.014746
           -3.2      3330.5136      8.3583906      2640.3224      6.3596509      4815.0437      34.765306
           -3.1      3535.4565      8.5442281      2801.8213      6.4644146       5092.393      36.323042
             -3      3697.6326      8.7458182      2931.6088       6.618759       5324.584      35.797181
           -2.9      3885.0945      8.9349287       3081.412      6.7716287      5519.2773      38.585227
           -2.8      4083.0274      9.1283489      3239.2378      6.9517824      5900.0847      36.277192
           -2.7      4260.6073      9.2830547      3379.7644      7.0534233      6092.0417      39.579598
           -2.6      4430.2489      9.4731244      3517.2755      7.2250591      6336.7622      38.862757
           -2.5      4604.5864      9.6242777      3656.8279      7.3363846      6532.8117      38.987695
           -2.4      4767.7189      9.7597615       3787.042      7.4424086      6784.7711      38.663829
           -2.3      4935.8758      9.9139802      3921.1901       7.562517      7005.9854      39.376592
           -2.2      5044.9564      9.9824065      4010.4155      7.6317261      7117.6062      39.359077
           -2.1      5207.5775      10.118295      4141.9144      7.8794383      7321.0058      37.946659
             -2       5346.466      10.254108      4252.7299      7.8366894      7492.4837      40.211214
           -1.9      5463.1232      10.312234      4346.1876      7.9247351       7691.554      38.398428
           -1.8      5578.1823      10.430187      4436.9348      8.0051436      7832.4029      39.903837
           -1.7      5680.2334       10.52576      4520.9087      8.0725398      7915.2026      39.540156
           -1.6      5772.3967       10.64398      4595.3241      8.1819557      8012.7787      38.616108
           -1.5      5844.9261       10.61317      4656.9371      8.1957905      8103.7559      38.956983
           -1.4      5934.2952      10.683486      4726.5544      8.3118057      8237.4988      39.216023
           -1.3      5992.8387      10.686562      4773.8958      8.2596016      8268.8737      37.636695
           -1.2      6009.4736      10.715039      4788.5905      8.2932421      8317.5443      39.088052
           -1.1       6063.158      10.754322      4834.1089      8.3550237      8332.1355       39.52448
             -1      6098.8582      10.784615      4862.5445      8.4564307      8456.7222      38.271206
           -0.9      6127.3101      10.811467      4884.1067      8.3558629      8424.7925      38.160818
           -0.8      6117.6332      10.756928      4878.3966      8.3298721       8384.477      38.124362
           -0.7      6132.6088      10.781854      4893.8606      8.3719816      8416.8574      39.285824
           -0.6      6132.1745      10.764163      4892.2832      8.3509668      8384.0076      37.892582
           -0.5      6120.8679      10.739221      4883.9091      8.3210838      8379.1353      37.965065
           -0.4      6128.9046      10.789192      4891.5091      8.3594778      8389.6425      37.582889
           -0.3      6103.2885      10.737698      4872.9303      8.3762691      8370.8681       37.68161
           -0.2      6090.3715       10.70656      4859.8275      8.2910349      8402.2938       37.51225
           -0.1      6075.2658      10.698022      4848.1211      8.2733237      8359.2461      38.552032
              0      6102.1162      10.738816      4872.5488      8.4421463      8313.7108      37.269923
            0.1      6089.6798      10.779875      4858.5448      8.4121606      8316.3779      36.778086
            0.2      6093.2036      10.738085      4864.1699      8.3423231      8362.2572      38.322308
            0.3      6127.4037      10.742635       4888.885      8.3162805      8376.9874      36.896551
            0.4      6128.4201      10.750607      4889.9664      8.3657862      8433.4327      38.081772
            0.5      6118.5909       10.74869      4880.7427      8.3255039      8386.4999      37.782287
            0.6      6109.5806      10.839562      4876.2211      8.5588902      8396.9237      39.212708
            0.7      6131.7338      10.776753      4890.8592      8.3678563      8473.2588      38.293244
            0.8      6116.0251      10.790104      4876.4254      8.3245877      8444.4255      39.741309
            0.9       6107.147      10.815095      4870.2899      8.3587428      8399.6159      39.685715
              1      6070.7213      10.785437      4840.7224      8.3805749         8380.9      39.548727
            1.1      6021.6562      10.732692      4799.1903       8.282578      8318.6019      39.265034
            1.2      6002.7908      10.789524       4779.206      8.2800894      8307.2681      40.706998
            1.3       5927.229      10.686612      4718.0793      8.2388565      8184.1034      39.000449
            1.4      5864.6908      10.671778      4670.9437      8.2264727      8141.7653      41.006506
            1.5       5763.715      10.595429      4587.3454      8.1131895      8048.6313      42.443647
            1.6      5695.0217      10.544803      4532.1089      8.2209452      7944.3563      40.026491
            1.7      5565.4589      10.457996      4430.3544      8.0040139      7746.5823       41.44083
            1.8      5463.5896      10.363044      4346.9891      7.9517506      7605.1387      41.142103
            1.9      5345.6598      10.293446      4250.2349      7.8812822      7486.9613      40.006386
              2      5196.7983      10.177582      4133.4888      7.7738774      7222.0758      42.009992
            2.1      5063.8006      10.058967      4027.0292      7.6813022      7086.4255      41.903895
            2.2      4912.9387      9.9463634      3903.5697      7.5608228      6901.6036      39.329122
            2.3      4773.7294       9.814239      3792.7343       7.497898      6750.7631      41.030651
            2.4       4601.408      9.7461473       3655.081      7.5160144      6567.1272      41.064051
            2.5      4442.4327       9.509067      3528.1487      7.2410197      6314.4357      37.605295
            2.6      4241.2305      9.3877363      3366.6989      7.1188661      6074.8642       41.72383
            2.7      4072.7645      9.1696858      3232.2055      6.9538768      5812.4895      38.736334
            2.8      3888.2718      9.0234901      3081.8152      6.8141563      5584.0769      39.543939
            2.9      3706.3074       8.829294      2937.1904      6.6581889      5394.2118      38.951552
              3      3535.9853      8.6193963      2801.6401       6.502933      5183.5466      36.824926
            3.1       3347.265      8.4485036      2651.7182      6.4318041      4844.9507      37.531761
            3.2      3150.9935      8.1880939      2494.9462      6.1657024      4579.6969      36.950642
            3.3      2978.1998      7.9912668      2355.5613      5.9898252      4351.3491      35.829517
            3.4      2785.6993      7.8040557      2202.5919      5.8431779      4111.8647      35.117196
            3.5      2597.5407      7.5067746        2053.63      5.6220907      3797.7628      34.863132
            3.6      2414.1023      7.2738134      1908.6816      5.4369915      3544.8502       33.40166
            3.7      2249.4265      7.0290665      1777.4877      5.3132124      3342.9674      31.532635
            3.8      2078.6171      6.8036264      1641.5118       5.096448      3072.8973      31.909549
            3.9      1914.0526      6.6817905      1509.1835      4.9999344      2881.8012      31.616582
              4      1741.1432      6.2510421      1373.4654      4.6528528      2591.2737        30.3445
            4.1      1593.2831      5.9609726      1256.0695      4.4293616      2357.7036      27.617225
            4.2      1451.6447      5.7247623      1143.1338      4.2720569      2181.6893      27.525493
            4.3      1311.9253      5.4327498      1033.6608      4.0461546      1965.9029      24.960529
            4.4      1171.8416       5.152517      922.91813      3.8372862      1745.8772      25.202855
            4.5      1066.0136      4.9037014      839.35925      3.6396727      1595.2242      25.410151
            4.6      957.46245      4.6383417      751.93201       3.452902      1485.7713      22.858358
            4.7      840.15017      4.3776765      660.16375      3.2309459      1272.5179      23.959127
            4.8      741.83273      4.1935183      583.90523      3.1126646       1108.112      19.623791
            4.9      660.19923      3.8899032      518.04389      2.9023926      1024.0107      20.179808
              5      660.19923      3.8899032      518.04389      2.9023926      1024.0107      20.179808
