#         pt_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      558.57473     0.47117552      434.14535     0.34807865      874.84953      2.6055152
              5      1206.0376     0.67262144      941.73266     0.49837007      1850.6544      3.5464579
             10      1235.2167     0.67857606      970.63458     0.51036702       1830.865      3.2356254
             15      1035.2163      0.6232776      818.35149      0.4719093       1489.484      2.6274706
             20      817.42268      0.5572804      649.59702     0.42526314      1146.7522      2.1468313
             25      634.96405     0.49254904      506.70166     0.37872123      871.64584      1.7351795
             30      494.83366     0.43559932      396.34285     0.33662841      668.34866      1.4532912
             35       388.0662     0.38594069      312.01533     0.30150729      515.21247       1.153706
             40      307.66043     0.34475343      247.91584     0.27087514      402.95506      1.0032031
             45      245.90143     0.30631328      198.64191     0.24200721      320.19649     0.84317172
             50      198.73056      0.2751997      160.81777     0.21625638      255.56962     0.72478117
             55       162.8037     0.24815805      131.90523     0.19574643      207.78461     0.61890656
             60      133.65462     0.22485934      108.55852     0.17970654      170.18204      0.5333057
             65      110.89551     0.20430023      90.221011     0.16300836      139.67277      0.4514109
             70       92.76745     0.18600568      75.513737     0.14825222      116.73752     0.43313569
             75      78.502208     0.17389329      63.980847     0.13844685      98.293632     0.34618701
             80      66.584082     0.15739814      54.282731     0.12544618      83.520673     0.32857609
             85       56.79036     0.14499586      46.361287     0.11568094       70.91973     0.21348992
             90      48.630812     0.13433476      39.693335     0.10797036      60.816534     0.19396842
             95      42.167179     0.12470854      34.405108     0.10105065      52.703041     0.18221376
            100      36.536078     0.11658141      29.783952    0.093655305      45.618359     0.16781706
            105      31.858412     0.10785353      25.955603     0.08754858      39.859117     0.15466864
            110      27.656511      0.1000867      22.520684    0.084845928      34.618666     0.14612302
            115      24.521478    0.094078657      19.932845    0.075698716      30.706522      0.1326043
            120      21.469743    0.088055103      17.458913    0.072209089      26.842975     0.12577576
            125      18.988869    0.082964057      15.443837    0.068272659      23.777311     0.12905511
            130      16.954486      0.0781212      13.747795    0.062586077      21.232426     0.11051409
            135      14.910103    0.073267156      12.086633    0.058627902      18.704033     0.10229949
            140      13.189373      0.0688318      10.706185    0.054858203      16.478279    0.095862559
            145      11.825444    0.065347831      9.5792454    0.052482075      14.805719    0.090722594
            150      10.624271    0.062216826      8.6045164     0.04952174      13.242853    0.090588662
            155      9.5623488    0.059096988      7.7387463    0.047214295       12.00952    0.083979153
            160      8.6044547    0.055787821       6.963527    0.044733412      10.792296    0.077753872
            165      7.7761449    0.052621173       6.298145    0.042051099      9.7101733    0.071504441
            170      7.0002788    0.053925125      5.6638504    0.041781317      8.7598611    0.076205282
            175      6.3155595    0.047663712       5.104007    0.038066554      7.9189936    0.066433545
            180      5.7890046    0.045394822        4.67239    0.035958533      7.2692609    0.061770735
            185      5.2232337     0.04334587      4.2309948    0.034680944      6.5108522    0.061398228
            190      4.7320078    0.046345014       3.810909    0.035589484      5.9499842    0.065009359
            195      4.2781762    0.039078815      3.4559406    0.030895932      5.3541466    0.054332565
            200      3.9496736    0.038533384      3.1867235     0.03022968      4.9585011     0.05292426
            205      3.5898888    0.035716202      2.8819868     0.02805636      4.5304247    0.048536314
            210      3.2673973    0.034050172      2.6244204    0.026709591       4.118057    0.046320021
            215      2.9958959     0.03226061      2.4157916    0.025421028      3.7548786    0.044170153
            220      2.7884635    0.032234059      2.2575422    0.027048876      3.4795695    0.047869658
            225      2.5357387    0.030302137      2.0333509    0.023747534      3.1958075    0.042016097
