# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj20
              0      3.9190558    0.080089565      3.0770006     0.06227332      5.1593924     0.25428296
              1      11.793352     0.14028008       9.251465     0.10893205      15.541099     0.19545779
              2      19.916401     0.18218678      15.662344     0.14232057      26.126596     0.25012627
              3      29.164371     0.22118015      22.920072     0.17267324      38.295471     0.30246999
              4      39.716125      0.2583569      31.239691       0.203807      52.071275     0.35081649
              5       49.55503     0.28676861      38.874832     0.22295553      65.219142     0.39253792
              6      60.616713     0.31799561      47.631115     0.24743932      79.606395     0.43624882
              7       72.48535     0.34781424      56.927823     0.27144936      95.267985     0.47513794
              8      84.764619     0.37670425      66.745613     0.29712417      110.97524     0.51533385
              9      99.085292     0.41150274       78.07135     0.33922292      129.62568     0.56209673
             10      113.13758     0.43407026      89.053651     0.33985442       148.2276     0.59503288
             11      128.53069     0.46415836       101.3194     0.36588259      168.02221     0.63841674
             12      144.83373     0.49134866      114.18057     0.38619012        189.238     0.67220214
             13      162.98554      0.5202897      128.61394     0.40650704      212.66339     0.71103503
             14      182.05504     0.54917443      143.63415     0.42954038      237.57444     0.74906869
             15       202.0744     0.57876484      159.71142     0.45419799      263.00557     0.78966359
             16      224.05904     0.60817486      177.05238     0.47585197      291.63787     0.82740576
             17      245.04636     0.64785417      194.00635     0.54469886      317.90275     0.87273908
             18      267.16051     0.66379625       211.6206     0.53187402      346.55089     0.92294783
             19      286.77182     0.69003267      227.67558     0.57307213      370.50695     0.95433547
             20      325.17304     0.73268148      258.17179      0.5778631      420.01881     0.99847966
             21       347.7702      0.7547659       276.3873     0.59656773      448.59528      1.0498567
             22      366.30709     0.77705477      291.35279     0.62017856      471.84087       1.062512
             23      382.93296     0.79036307      304.56863     0.62240942      492.81912      1.0708549
             24      395.59137     0.80176192      314.98137     0.63327861      508.34656      1.0985641
             25      405.03008     0.80987174      322.63362      0.6413888      520.10488      1.0927829
             26      412.31391     0.81589723      328.51131     0.64630355       529.1189      1.0961402
             27      415.86707     0.81728464      331.46219     0.64753416      533.38443       1.114634
             28      416.78109     0.81679968      332.19175      0.6482245      534.36484      1.0981297
             29       416.7464     0.81624732      332.34765     0.64678555      533.76537      1.1061946
             30      414.56387     0.81426396      330.64583     0.64590959      530.74819      1.0923774
             31      410.07919     0.80816985      327.16529     0.64036413      524.70027      1.1080745
             32      405.54455     0.80347562      323.38465      0.6358505      519.04467      1.0796346
             33      399.67757     0.79329549      318.73953     0.62941505      511.48082      1.0623173
             34      393.51632     0.78626282      313.88618     0.62308244      503.31937      1.0566407
             35      385.66872     0.77908078      307.74689     0.62155043      492.94881      1.0450868
             36      377.40973     0.76776594      301.14801     0.60977783      482.33854      1.0298982
             37      368.85249     0.75760215      294.29891     0.60313567      471.43397       1.010158
             38      360.76663     0.74856128      287.90592     0.59496034      460.88872      1.0020019
             39      350.16863     0.73591532      279.51687     0.58389398      447.16473     0.98128338
             40      340.77221     0.72527894      271.84256     0.57537591      435.65913      0.9737296
             41      330.84999     0.71356295      264.09332     0.56575217      422.56333     0.97829619
             42      322.30069     0.70723358      257.33277     0.56133475      411.10854     0.96526644
             43      312.38969     0.69232833      249.43467     0.55891214      398.59162     0.94739002
             44      302.86275     0.67954293      241.67724     0.54087945      386.68966      0.9052934
             45      294.59054     0.67055999      235.31467     0.54044407      375.61025     0.90630177
             46      286.72373     0.66326737      229.08122      0.5310838      365.42505     0.89133474
             47      278.91694     0.65183242      222.85528     0.52294487      355.42591     0.86647899
             48      268.72404     0.63764694       214.5966     0.50784857      342.72345     0.85255808
             49      262.77067     0.62994264      209.89169     0.50043718      334.92994     0.84329767
             50      262.77067     0.62994264      209.89169     0.50043718      334.92994     0.84329767
