#         m_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
            640      4.5143456    0.029310984      3.5807402    0.022977255      5.8967709    0.041687601
            650      4.2995832    0.028060214      3.4052853    0.022020093      5.6220447    0.039004788
            660      4.0773592     0.02787614      3.2278026    0.021767381      5.3353608    0.039237894
            670      3.8735053    0.026971361      3.0656344    0.021073473      5.0728544    0.037591007
            680      3.7201519    0.026743828      2.9444435    0.020871839      4.8819201    0.037802064
            690       3.585643    0.025776654      2.8369582    0.020168657      4.6920572    0.035548174
            700      3.3633358     0.02505302      2.6543564    0.019479824      4.4106005     0.03452556
            710      3.2237819    0.025238336      2.5463691    0.019565393       4.224661      0.0354756
            720      3.0966472    0.024986881      2.4540236     0.01942936      4.0605986    0.037208552
            730      2.9539963    0.023954682      2.3365172    0.018719902      3.8804601    0.034914344
            740      2.8037261    0.023065899      2.2124761     0.01795951      3.6928336    0.032981852
            750      2.6585812    0.022406226       2.100761    0.017447133      3.4793763    0.031098262
            760      2.5719084    0.022084176      2.0317039    0.017328349      3.3779654     0.03142659
            770      2.4168173    0.022214484      1.9080296    0.017130749      3.1710412    0.031828299
            780      2.3490988    0.021907855      1.8502401    0.016880962      3.0903585    0.030562065
            790      2.2147543    0.020560193      1.7468723    0.015979307      2.9035404    0.028588395
            800      2.1384816    0.020327335      1.6836075    0.015782372      2.8170933     0.02816891
            810       2.072693     0.02018469      1.6300778    0.015653868      2.7379947    0.028390462
            820      1.9954277    0.020035674      1.5691991    0.015500569      2.6329578    0.028393445
            830      1.8657107    0.019423682      1.4685403    0.015050489      2.4619904     0.02769058
            840      1.8005868    0.018686428      1.4180188    0.014523069      2.3738618    0.026532839
            850      1.7616644    0.018529026          1.387    0.014360016      2.3172925    0.025658371
            860      1.6631313    0.018005403      1.3060598    0.014021777      2.1958007      0.0250722
            870      1.6258273    0.017859835      1.2734819    0.013804849      2.1529061    0.024940192
            880      1.5390395     0.01791998      1.2070196    0.013815271      2.0374246    0.025093973
            890      1.4499141    0.017091386      1.1425274    0.013254514      1.9053429    0.024527221
            900      1.4289292    0.017851427      1.1201203    0.013623917      1.8919126    0.025092476
            910      1.3565681    0.016531018      1.0643678     0.01287649      1.7938172    0.023314051
            920      1.2787031    0.015945995      1.0106364    0.014277623      1.6716138     0.02348318
            930      1.2739374    0.016578819      1.0030604    0.014136884      1.6786515    0.022736554
            940      1.1765288    0.015609415     0.92402285    0.012348492      1.5521343    0.021568619
            950      1.1468034    0.015445133     0.90032857    0.011888477      1.5146779    0.021831511
            960      1.0952325    0.014623538     0.85857905    0.011278529      1.4468276    0.020413147
            970      1.0757126    0.014759226     0.84453568    0.011463338      1.4221941    0.020527401
            980      1.0183724    0.015138138     0.80484459    0.012503426      1.3352156    0.021274279
            990      1.0004996    0.016493081      0.7830293    0.012801007      1.3198331    0.020084072
           1000      1.0004996    0.016493081      0.7830293    0.012801007      1.3198331    0.020084072
