#         eta_b        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      683.38609      3.8930367      534.09982      2.8963186      1051.5022      19.129629
           -4.9      770.40424      4.0761116      604.78088      3.1918031      1151.6128       19.51176
           -4.8      869.80899       4.351308      680.71951      3.2243021      1376.7673      22.679178
           -4.7       965.7191      4.5701565       756.7505      3.4126946      1466.4489      21.233891
           -4.6      1084.4499      4.8643209      850.09508      3.6145839      1667.4233      22.981394
           -4.5      1205.7653      5.1243703      946.07945      3.8169751      1854.7856      25.308065
           -4.4       1334.659      5.3882229      1048.3813      4.0338722       2070.168      26.006389
           -4.3      1473.2279      5.8015482      1157.9529      4.3201918      2228.2053       25.69944
           -4.2      1617.0814      5.9134576      1271.7674      4.4083932      2416.2903      27.609498
           -4.1      1771.9339      6.1804547      1394.3593       4.618879      2643.6296      29.745229
             -4      1919.0995      6.4118266      1511.8793      4.8088352      2834.9769      29.418175
           -3.9      2080.0632      6.6861933      1641.0067      5.0226621      3087.5963      30.784066
           -3.8       2262.703       6.955555      1784.7088      5.2423161      3379.4791      31.698734
           -3.7       2438.791      7.2162833      1925.9648      5.4588981      3597.0369      32.053794
           -3.6      2614.3963      7.4178536      2064.0253      5.5733526      3794.1559      33.452819
           -3.5      2788.6165      7.6810456      2203.6279      5.7957248      4100.2875      34.208902
           -3.4      2955.2528      7.8898933      2338.1184       5.939048      4344.5061      35.318013
           -3.3      3147.9079      8.1087114      2491.5919      6.1178002      4584.0924      33.577385
           -3.2      3334.4629      8.3031663      2640.1197      6.2840221      4858.5709      34.021714
           -3.1      3512.7813      8.6337368      2784.2419      6.8431958      5116.6111      34.897176
             -3      3705.1804      8.7412432       2936.609      6.6417894      5360.4757      35.354939
           -2.9      3874.7222      8.9412157      3075.4295       6.794532      5509.9468      37.249294
           -2.8       4065.975      9.2475523       3225.379      7.0214051      5853.1549      37.419031
           -2.7      4245.5012      9.2902572      3371.3673      7.0713413        6007.88      38.807814
           -2.6      4418.8697      9.4531408      3509.6883      7.1961584      6284.3478      38.114878
           -2.5      4574.1918      9.5857816      3632.7262      7.3077561      6516.7196      38.206151
           -2.4       4766.087      9.7534998      3784.3374      7.4411042      6745.6496      38.915577
           -2.3      4907.7871      9.8762097      3901.0954      7.5538289      6889.2372      39.167491
           -2.2      5043.7728      9.9900458      4010.6015      7.6517953      7101.2197      37.586627
           -2.1      5175.6484      10.106065       4119.318      7.7461467        7192.36      38.757608
             -2      5307.3949      10.258687      4225.5802      7.8627992      7445.9443      39.495765
           -1.9       5464.683      10.333602      4348.5587      7.9237719      7683.7515       38.03337
           -1.8      5567.4644      10.425151      4431.6229      8.0258182      7773.6925      37.860891
           -1.7      5650.7462      10.504706      4502.8426      8.0775115      7804.1618      38.936737
           -1.6       5757.644       10.56498      4585.9906      8.1418911      7965.9028      39.365101
           -1.5      5845.4133      10.632249      4658.9574      8.2029875      8067.4338      40.066815
           -1.4      5893.5362       10.66159      4696.7389        8.27973      8137.8813      38.575797
           -1.3      5964.5426      10.718108      4755.5005      8.4049882      8271.6798      38.865281
           -1.2      6019.3905      10.748797      4803.6094      8.3637655       8327.247      38.697314
           -1.1      6044.2764       10.79579      4822.7026      8.3917718      8278.0599      36.783063
             -1      6102.7774      10.795401      4866.8277      8.3516081      8417.2278      37.845381
           -0.9      6082.2163      10.743829      4851.9471       8.288865      8383.9518      37.676838
           -0.8      6116.8515      10.767266      4879.7129      8.3287998      8420.0884      37.121861
           -0.7      6113.6356      10.788282      4880.4045      8.3726848      8378.4995      37.540647
           -0.6      6110.3175      10.775763      4877.3314      8.4123464       8394.408       36.89151
           -0.5      6106.2236      10.744523      4876.4378      8.3244892       8377.928      37.440094
           -0.4       6123.856      10.773143      4892.1226      8.3796077      8372.2372      37.727958
           -0.3      6100.9221      10.761657      4875.0345      8.4248222      8261.9016      37.508661
           -0.2       6095.899       10.75375      4866.3996      8.3402412      8365.5561      36.387902
           -0.1      6077.9309       10.70926      4854.2448      8.2786602      8303.0624      36.221506
              0      6063.6227      10.691347      4844.2457      8.2835135      8259.3532      36.427417
            0.1      6075.9209      10.735322      4851.4377      8.3812958      8353.8693      37.641908
            0.2      6088.7098      10.735657      4860.6882      8.3011008      8298.3708      37.381992
            0.3      6104.6353      10.752811      4874.8816      8.4433399      8312.4211      36.807986
            0.4      6096.5881       10.75682      4868.7281      8.3487307      8390.8521      38.253368
            0.5      6103.4752      10.792416      4873.0889      8.4101283      8359.2369      37.217998
            0.6      6114.3963      10.847616       4880.438      8.4294861      8385.7381      38.406528
            0.7      6110.9697      10.786327      4877.5895      8.3411709      8321.0488      38.322089
            0.8      6099.2831       10.79201      4867.5151      8.3644382       8335.064      38.346455
            0.9      6068.0295      10.777106      4840.9696      8.3287577      8338.0461      38.966888
              1      6042.0216      10.740199      4819.4108      8.2852556      8298.5976      39.246815
            1.1      6005.7102      10.742181      4787.8635      8.2879021      8276.5397      39.719716
            1.2       5958.475      10.737224      4750.0107       8.288929      8240.7046      40.160844
            1.3      5932.5145      10.778049      4725.7507       8.290739      8282.3969      39.995784
            1.4      5837.8484      10.678719      4652.7093      8.2399039      8107.6075      39.399538
            1.5      5763.8333      10.604612      4593.0189      8.2894173      7974.8644      39.247073
            1.6       5665.246      10.532166       4512.861      8.1432913      7866.0855      40.311677
            1.7      5567.9964      10.467291      4431.4197      8.0166314      7758.0246      40.728487
            1.8      5443.7385      10.359168      4332.2391      7.9686037      7613.4628      40.324706
            1.9      5342.5125      10.280665      4252.2882      7.8905927      7422.1374      39.915649
