#         eta_b        central        num_err    min (scale)        num_err    max (scale)        num_err
              2      5207.7547      10.178341       4140.626      7.8685912      7377.4598      40.235483
            2.1      5064.5007      10.088448      4029.2289      7.8530085      7107.6207       40.14172
            2.2      4905.1707      9.9596494      3899.2272      7.5933395      6878.3248       40.58961
            2.3      4736.9562      9.8002815      3763.0857      7.4449843      6726.1285      39.846274
            2.4      4599.8513      9.7038958      3654.9338      7.3894068      6484.1558      41.039651
            2.5      4414.2287      9.5023821      3505.5264      7.2276736      6269.2545      38.598267
            2.6      4237.1929      9.3411239      3362.5664       7.109221      6064.6944      39.145147
            2.7      4083.9391      9.2035568       3239.908      7.0008785      5885.1803      38.466879
            2.8      3879.4609      9.0043286       3078.803      6.8447577      5530.9295      38.327068
            2.9      3716.7494      8.8593187      2944.6455      6.6869091      5326.5051      36.634193
              3      3514.1177      8.6055334      2786.1357      6.5029288      5088.3247      36.980653
            3.1      3331.2636      8.3986387      2639.4764      6.3626534      4772.6638      37.044172
            3.2      3157.6177      8.2059299      2498.6375      6.1791998       4592.413       36.73149
            3.3       2955.454      8.0037324      2339.1012      6.0540507      4331.6573      36.872929
            3.4      2783.3344      7.7531008      2197.7766      5.8027633      4111.2375      34.251646
            3.5      2615.3761      7.5076023      2064.6978      5.6068289      3867.6702      34.240402
            3.6      2419.4116       7.394797      1910.0473      5.5147383      3527.7457      34.247195
            3.7      2253.9411      7.0297947      1777.3298      5.2565696       3331.672      34.997151
            3.8      2079.7678      6.7774354      1638.5962      5.0547052      3121.8432      32.200921
            3.9      1923.0332      6.5085909      1514.7977      4.8437749       2868.445      31.601715
              4      1777.0679      6.2788489      1399.6298      4.7374043      2666.6257      31.757719
            4.1      1611.5536      5.9673115      1267.7976      4.4233845       2420.813      30.344992
            4.2       1464.561      5.7075147      1150.3092      4.2243721      2226.8804      28.637164
            4.3      1339.8739      5.4542032      1052.3698      4.0327094      2055.2817      27.688998
            4.4      1200.3122      5.1724347      941.55273      3.8083681      1856.5299      26.773543
            4.5      1087.2077      4.9329279      852.63558      3.6492312      1682.2824      25.140221
            4.6      965.83378      4.6352696      757.05849      3.4306622      1512.8616      25.352043
            4.7      854.63286      4.4508549      669.77983       3.347921       1308.348      22.902357
            4.8      771.95494      4.1547207       604.1865      3.0545302      1188.5411      23.082938
            4.9      680.42576      3.8911717      531.79867      2.8659344      1072.3047      21.120933
              5      680.42576      3.8911717      531.79867      2.8659344      1072.3047      21.120933
