# total-mbbZ250        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      32760.455      5.7446298      25902.662      4.1377225      47280.528      34.372814
              1      32760.455      5.7446298      25902.662      4.1377225      47280.528      34.372814
