# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ750
              0      235.44226      1.2762468      175.84434     0.80242795      734.54591      20.643266
              1      880.66828      2.3132094      659.19338      1.5148156      3606.4341      23.789553
              2      1132.6958      2.1701866      873.93466       1.518672      2530.3031      11.267786
              3      1202.2483      1.9941763        940.643      1.4470603      2046.6479      5.9914194
              4      1204.2728      1.8481088      947.76132      1.3692608      1820.6498      4.1540259
              5      1167.8438      1.7285807      921.97561      1.2952536      1673.5787       3.308924
              6      1128.0217      1.6330192      892.37188      1.2353941      1567.6605      2.8746784
              7      1083.3331      1.5562269      858.03095      1.1903766      1480.0804      2.5742766
              8      1037.8007      1.4838515      822.10826      1.1360749      1399.3727      2.3529306
              9      998.15809      1.4293345      791.46317      1.1109423      1335.1217      2.2038626
             10      952.88191      1.3726062       756.2235      1.0605284      1264.5987      2.1195609
             11      912.86308      1.3270724      724.95761      1.0312758      1204.3316      1.9553346
             12       877.3023      1.2848082      696.84376      1.0014422      1152.6134      1.9335978
             13      843.80364      1.2467444      670.63409     0.96936338       1105.477      1.8955499
             14      810.97244      1.2123998      644.61945     0.94278133       1058.782      1.7341505
             15      783.32788       1.182016      622.87841     0.92281976      1020.1589      1.6941759
             16      752.42117      1.1513167      598.59902     0.90273182      977.17488      1.6101177
             17      726.12265      1.1313702      577.94328     0.90821121      940.89103      1.5678769
             18      702.24275      1.1010197      559.02957     0.87242215      908.22201        1.55537
             19      676.83581      1.0766318      539.35154     0.86650724      873.29082      1.4958665
             20      655.42827      1.0537661      522.07552     0.83119027      845.44203      1.4487749
             21      633.12473      1.0311889      504.62192      0.8148135      815.41076      1.4317239
             22       611.5786      1.0106339      487.52375     0.80198827      786.81346       1.385363
             23       590.8139     0.98861614      470.76036     0.78029676      759.80306      1.3464557
             24      572.31967     0.97068451      456.31433      0.7664337      735.04827      1.3284355
             25      552.82266     0.95043332      440.76226     0.75127588      709.64222      1.2848448
             26      535.66214     0.93421724      427.22924     0.74231673      687.00998      1.2967379
             27      518.60145     0.91559255      413.71779     0.72480678      664.64301      1.2493004
             28      502.45065     0.89937012      400.72866      0.7137077      643.83358      1.2155717
             29      487.03562     0.88407664      388.57899     0.70025457      623.46673      1.1986359
             30      471.10972     0.86846707       375.8988     0.68839698      602.82324      1.1670421
             31      455.85462     0.85230486      363.74541     0.67485729       582.9335      1.1761275
             32       442.3268      0.8388429      352.79442     0.66390626      565.86947      1.1301528
             33      428.85694     0.82250125      342.15925     0.65498268      548.32977      1.1016683
             34      415.62069     0.80772913      331.59549     0.63972655      531.23757      1.0860069
             35      402.36842     0.79374647      321.14769     0.63314107      513.90935      1.0653712
             36      390.12633     0.77987574       311.3971     0.62266333      498.12042      1.0484127
             37      377.99284     0.76610281      301.60677     0.60960555       482.8468      1.0220569
             38      367.10639     0.75333856      293.02615     0.59859741      468.62148      1.0093674
             39      354.72438     0.73960905      283.17948     0.58679507      452.68706     0.98698267
             40      344.34539      0.7277268      274.70568     0.57710461      439.97345      0.9777611
             41      333.98317     0.71580883       266.6153     0.56733239      426.28303     0.98158157
             42      324.80203     0.70834123      259.36373     0.56232459      413.99871       0.967694
             43      314.54198     0.69351912      251.17901     0.55934416      401.06368     0.95062271
             44       304.3995     0.68001976      242.91718     0.54103674      388.40406     0.90672021
             45      295.71073      0.6705334        236.223     0.54026171      376.79288     0.90688169
             46      287.52861     0.66205508      229.69247     0.52988998      366.31342     0.89028382
             47      279.54244     0.65047911      223.30379     0.51872926      356.11079     0.86492842
             48      269.07122     0.63610957       214.8754     0.50651781      342.96935     0.85123048
             49        262.857     0.62922764      209.97374     0.50140072      334.82384     0.84191844
             50        262.857     0.62922764      209.97374     0.50140072      334.82384     0.84191844
