#     total-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      11936.475      4.3621441      9517.4428       3.338896       16619.53      18.257081
              1      11936.475      4.3621441      9517.4428       3.338896       16619.53      18.257081
