# total-CMS-1bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
              0      3292.6336      2.4345751      2678.1743      1.9356962      4186.9092      6.2704938
              1      3292.6336      2.4345751      2678.1743      1.9356962      4186.9092      6.2704938
