#         pt_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
            365     0.17627905     0.00739587     0.13894761   0.0057276976     0.22637786    0.010150125
            370     0.14591574   0.0067164101      0.1158955   0.0052367119     0.18488963   0.0095381298
            375     0.14262237   0.0068219369       0.112595   0.0052692798     0.18220252   0.0096231083
            380     0.14367334   0.0072535984     0.11228371   0.0054783129     0.18638586    0.010243469
            385     0.11611518   0.0062780612    0.092894445   0.0048061149     0.14562346   0.0088813396
            390     0.10856191   0.0059307704     0.08564616   0.0045408329     0.13899724   0.0082889809
            395     0.10147113   0.0059388453     0.08134473   0.0044950216     0.12747685   0.0086635417
            400    0.099030708   0.0056684762    0.078654504   0.0043450396     0.12558285     0.00780279
            405    0.098139942    0.005952695    0.077458653   0.0045021747     0.12559439   0.0084505196
            410    0.095468749   0.0053379487    0.073958296   0.0041086621     0.12534574   0.0072380075
            415    0.088370034    0.005249135    0.070263065   0.0042422376     0.11189577   0.0079758363
            420    0.074549074   0.0047281058     0.05828056   0.0036729086    0.096548013   0.0064000413
            425    0.078550244   0.0051099006    0.062170785   0.0039239638     0.10018471   0.0070014516
            430    0.082550104   0.0049317653    0.063731402   0.0037910288     0.10881512   0.0067628295
            435    0.070309685   0.0046473727    0.055353252   0.0035548393    0.090143115   0.0067261776
            440    0.061919948    0.004358234    0.048972968   0.0033329371    0.078540324    0.006157208
            445    0.056137704   0.0042831697    0.044099708    0.003284301    0.072309819   0.0058872617
            450    0.057952432   0.0041953609    0.044978794   0.0032042259    0.075711979    0.005750093
            455    0.051103223   0.0041273101    0.040790684   0.0031401123    0.064199816   0.0058668125
            460    0.047762003   0.0039203185    0.038180567   0.0030631311    0.060049664    0.005339872
            465    0.050052743    0.004153672    0.040118379   0.0031440912    0.062340136   0.0062505866
            470    0.043022321   0.0035790133    0.033721946   0.0027369996    0.055482355   0.0050721032
            475    0.040453087   0.0033885624     0.03173523   0.0027678149    0.051755396   0.0049370931
            480    0.032144642   0.0038338883    0.025852001   0.0027883289    0.040027975    0.005671753
            485    0.038776394   0.0039918822    0.030172977   0.0029962248    0.050565135   0.0056063773
            490    0.031014556   0.0031766495    0.024298722   0.0024589638    0.039991903   0.0043310799
            495    0.030835345   0.0031129461    0.023992273   0.0023521486    0.040139555   0.0043307111
            500    0.030835345   0.0031129461    0.023992273   0.0023521486    0.040139555   0.0043307111
