#         pt_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      76.112207     0.17752348      60.232303     0.13454356      110.34383      0.8012664
              5      231.00192     0.30660177      182.98953     0.23259711      332.25871      1.3404383
             10      396.80816     0.39884904      314.63228     0.30321423      570.71374      1.7197188
             15      574.05586     0.47579395      455.36967      0.3627478      822.90396       2.059663
             20      750.21234     0.54114857      594.67516     0.41124988      1080.7623       2.352569
             25      907.16218     0.59521982       718.2689     0.45042429      1317.3865      2.6307708
             30      1011.9604     0.63160987      799.51897      0.4748724      1491.0437      2.9224781
             35      990.66426     0.62856593      782.00588     0.47291324      1473.8181      3.0113848
             40      804.61288      0.5614124      637.26086     0.42561758       1158.314      2.4477711
             45      581.55647      0.4678488      463.01988     0.36039679      800.38212       1.646836
             50      416.39681      0.3896865      333.11206     0.30760909      552.43645      1.1393291
             55      305.08294     0.32770121      244.53221     0.25648027      398.76124     0.86381616
             60      229.71991     0.28326974      184.54369     0.22386843      296.72462     0.66147557
             65      176.56172     0.24559309      142.00258     0.19410847      226.71404     0.49529914
             70      137.72759     0.21597486      110.91024     0.17153638      175.68332     0.42007541
             75      109.15508     0.19056601       87.96766     0.15153718      138.30929     0.37830451
             80      87.845768     0.17027718       70.83702     0.13555033      111.36575     0.30417634
             85      70.983624     0.15309806       57.30614       0.121987      89.568887     0.26047832
             90      58.111848     0.13766125      46.937769     0.10985969      73.152264     0.26194846
             95      48.164154      0.1265356      38.981186     0.10251132      60.591829     0.21796778
            100      39.906741     0.11508786      32.241786    0.092451287       50.22377     0.16255233
            105      33.394509      0.1040614      26.943357    0.083124302       42.13367     0.14319608
            110       27.97106    0.094940923      22.579642    0.076135124      35.184555     0.13299492
            115      23.752697    0.087859954      19.157194    0.073703429      29.922393     0.13218773
            120      20.356313    0.080892082      16.383156    0.064457008      25.695076     0.11060345
            125      17.353254    0.074799606      13.962572    0.063721176      21.910705     0.10544177
            130      14.902913     0.06918213      11.970749    0.055169452      18.841734    0.098220685
            135      13.052722    0.064262208      10.450052    0.050928771      16.585736    0.089066773
            140      11.208755    0.059777694      8.9811667    0.047271484      14.193878    0.083123167
            145      9.8471774     0.05806236      7.8834022    0.045823103       12.48461    0.081264002
            150      8.4935923    0.052038152      6.8067881    0.041221099      10.756969    0.070441784
            155      7.4490509    0.048417033      5.9626873    0.038349095      9.4455586    0.065761875
            160      6.5961533    0.045494084      5.2778319    0.036621574       8.373598    0.062597905
            165      5.7101952    0.042771274      4.5697363    0.033764108      7.2465262    0.058636459
            170      5.1772434    0.041401228      4.1393888    0.032568419       6.560411    0.057324482
            175      4.5911829    0.046685472      3.6681645    0.035371372      5.8317314    0.066882818
            180      4.0359758    0.036154446      3.2200858    0.028403859       5.135341    0.049698102
            185       3.625189    0.033755731      2.8884534    0.026537459      4.6209477    0.046002238
            190      3.2069017    0.031893762       2.563601    0.025056561      4.0730548    0.045863938
            195      2.9079237    0.031479646      2.3071906     0.02447081      3.7247271    0.043576974
            200      2.5746743    0.028587971      2.0521736    0.022431335      3.2766814    0.039332956
            205      2.3295638    0.027398247      1.8478631    0.021392915      2.9820373     0.03739448
            210      2.1105549    0.026009577      1.6705446    0.020256418      2.7068346    0.035444836
            215      1.8735157    0.024896506      1.4850913    0.019286397      2.4004008    0.034104131
            220      1.7163756    0.023319512      1.3659509    0.018395729      2.1888405    0.032091643
            225      1.5460188    0.022336884      1.2267677    0.017386067      1.9764734    0.030434294
            230      1.3730368    0.020880676      1.0908948    0.016468712      1.7490596    0.029280003
            235      1.2932679    0.020001767      1.0280151    0.015744139      1.6498445    0.027192767
            240      1.1975727    0.019708144      0.9475262    0.015258357       1.536327    0.027110783
            245      1.0695112    0.018085473     0.84601923    0.014145869      1.3716557    0.024592511
            250     0.96048414    0.017553262     0.76047834    0.013616606      1.2304836    0.023968035
            255     0.90170173    0.017042291     0.71813742     0.01334392      1.1462789    0.023420988
            260      0.7890379    0.015629055     0.62472734    0.012135836      1.0097689    0.021471734
            265     0.75066694    0.016112622     0.59487406     0.01249125     0.95868091    0.022464466
            270     0.69352411    0.014938009     0.55049042     0.01164156     0.88464463    0.020455746
            275     0.61282793    0.013905549      0.4896632    0.010898571     0.77181503    0.019384648
            280      0.5700106    0.013951715     0.45091847    0.010850812     0.73491392    0.020826069
            285     0.52018412    0.013001253     0.41598805    0.010387823     0.65622445    0.018649899
            290     0.50323723    0.012857017     0.39523226   0.0098780214     0.65012496    0.017573131
            295     0.45692561    0.011937419     0.36153656   0.0092840728     0.58474328    0.016271879
            300     0.41830649    0.012038395     0.32795552   0.0091423298     0.54203994    0.016749491
            305     0.39735755     0.01149421     0.31338791   0.0088925212     0.51091879    0.015890537
            310     0.35325688    0.011230514     0.28464032    0.009057414     0.44025564    0.017149528
            315     0.32654477    0.010196304     0.25787887   0.0078744043     0.41978026    0.014174949
            320     0.31176504   0.0098508721     0.24526691   0.0076304679     0.40222488    0.013446194
            325     0.30161403    0.009765319     0.23778189   0.0075416879     0.38757051    0.013645667
            330     0.28510427    0.019570427     0.22442756    0.015204558     0.35452473    0.015892783
            335     0.23976066   0.0094837847     0.19176483   0.0074197962     0.30170321    0.013749207
            340     0.24948664   0.0089776216     0.19531756   0.0068415988     0.32377156    0.012465379
            345     0.22715866   0.0083283612     0.17920546   0.0065326242     0.29192194    0.011210946
            350     0.20044721   0.0079468099     0.15951349   0.0062275556     0.25321887     0.01092257
            355     0.18632605   0.0076878374     0.14626911   0.0059265942     0.24047252    0.010579803
            360     0.16296082   0.0070926064     0.12915543   0.0054629738     0.20741449   0.0098513641
