#  y_bbZ-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9              0              0              0              0              0              0
           -4.8              0              0              0              0              0              0
           -4.7              0              0              0              0              0              0
           -4.6    0.012486169    0.012485545   0.0070400639   0.0070397119    0.023447693    0.023446521
           -4.5    0.012486169    0.012485545   0.0072422893   0.0072419275    0.022762797    0.022761659
           -4.4    0.039386648     0.02683167    0.025169475    0.016621316    0.065853735    0.047142761
           -4.3    0.099048649    0.039225177    0.068848648    0.026287612     0.14727759    0.062955298
           -4.2     0.32090683    0.067034026      0.2234337    0.046773552     0.48097552     0.10401204
           -4.1     0.56584896     0.09169188     0.40118919     0.06340185     0.83713228     0.14516578
             -4      1.4309933     0.14425802      1.0011787     0.10057505      2.1466773     0.22586948
           -3.9      2.4979774     0.18067281      1.7702461     0.12841553      3.6841593      0.2729986
           -3.8      3.7084181     0.23285599      2.6146553     0.16096232      5.5017323     0.36355063
           -3.7       7.049102      0.3142582      5.0345942      0.2212849      10.302865     0.48305694
           -3.6       10.01293     0.37527931      7.2775619     0.27010167      14.318996     0.56684979
           -3.5      15.438655     0.47037148      11.409325     0.34128995      21.592734     0.71775298
           -3.4      24.753896     0.63262919       18.19131     0.45089509      34.922576     0.95425381
           -3.3      33.726396     0.69572015      24.938024     0.50754603       47.18049      1.0248927
           -3.2      45.770809     0.80929601      34.143485     0.59339252       63.34286      1.1921245
           -3.1      61.731246     0.93240055      46.716251     0.69979192      83.900193       1.369217
             -3      80.254275      1.2336954      60.715779     0.91663075      109.12633      1.8969289
           -2.9      97.602042      1.1807078      73.816931     0.88124951      132.83947      1.7009708
           -2.8      120.49965      1.2967623      91.897974     0.97942513      162.23303      1.8582356
           -2.7      144.05204      1.4167954      109.74488      1.0667973       194.1653      2.0091697
           -2.6      172.65932      1.5534111      132.31142      1.1870716       231.0133      2.2147475
           -2.5      197.39595      1.6626083      151.65537      1.2644177      263.25771      2.3459015
           -2.4      225.58604      1.7954308      173.72524      1.3696916      299.98424      2.5443981
           -2.3      256.07907        1.92104      198.08053       1.469159      338.71695      2.7103816
           -2.2      282.71829      2.0056291      219.29763      1.5415974      372.50063      2.8298975
           -2.1      310.91713      2.1437262      241.52263      1.6375638      408.87358      3.0233343
             -2      343.53655      2.6072018      267.03592      1.9430112      451.32288      3.7323866
           -1.9      364.71215      2.3075049      285.11942      1.8173949      475.53117       3.311503
           -1.8      391.29916      2.3920331      305.20167       1.840852      511.74859      3.3152694
           -1.7       413.0947      2.5665865      322.01188      1.9396284       540.6284      3.6325918
           -1.6      438.00619      2.5228231      342.73461      1.9552296      570.24514      3.5099141
           -1.5      462.13349      2.5848501      362.58997      2.0140666      599.48115      3.5832169
           -1.4      475.76293      2.7204475      373.31714      2.0992963      617.08453      3.8292795
           -1.3      495.30849      2.7431489      388.62805       2.115802      642.41259      3.8066468
           -1.2      506.12696      2.7510222      397.35323      2.1491264      655.84161      3.8662643
           -1.1      519.25072      2.7799482      407.32525      2.1533019      673.49495       3.834273
             -1      526.98212      2.8254575      414.02758      2.1823473       682.0441       3.904574
           -0.9       535.3975      3.3736339       420.3306       2.522337      693.35462      4.8083448
           -0.8      542.79553      2.8664619      426.50133      2.2171328        702.149       3.978958
           -0.7      557.16998      2.9062362      438.32185      2.2495274       719.5105      4.0090549
           -0.6      558.90531      2.9386422      439.20177      2.2755987      722.70799      4.0858227
           -0.5      561.54235      2.9652984      440.65345      2.2815097       727.3675      4.1063659
           -0.4      562.94343       2.969229      442.76604      2.2936819      726.96053      4.1239032
           -0.3      563.75875       2.935478      443.22419      2.2755195      728.36167      4.0603217
           -0.2      566.44008      2.9451801      446.01775      2.2869559      730.32991      4.0874284
           -0.1      570.10317      2.9824652      447.12257      2.3095172      738.89393      4.1686347
              0      562.43041      2.9225222        442.414      2.2685786      726.10055      4.0500903
            0.1      570.32094      2.9684855      447.91696      2.2966268       737.8754      4.1190976
            0.2      565.23007      2.9016286       444.6328      2.2626371       729.7081      4.0180277
            0.3      565.70523      2.9617981      444.36482      2.2795484      731.77258       4.091776
            0.4      559.58883       2.916354      439.08492      2.2503933      724.91837      4.0246409
            0.5      555.66144      2.8740752      437.08911      2.2348491       717.5008      3.9711382
