# dphi_Z_bjet1-        central        num_err    min (scale)        num_err    max (scale)        num_err
# CMS-1bjet
              0      309.11575     0.86645829      246.63008     0.68548238      393.50653      1.1839922
            0.6       362.2075     0.94897293      289.52418     0.75018655       460.9324      1.3039156
            1.2      513.90417      1.1434115      413.39657     0.94664539      649.17145      1.6910765
            1.8      819.41426      1.8294071      662.19879       1.475736      1032.9866      3.0298289
            2.2      1377.2825      2.4675147      1119.3762       1.968837      1728.4268      4.8550951
            2.6      2378.3001      3.9150039      1941.2741      3.1109387      3017.4088      9.1678599
            2.9       4088.134      6.2005725      3360.1227      4.8834086      5268.8105      20.569335
          3.142       4088.134      6.2005725      3360.1227      4.8834086      5268.8105      20.569335
