#          pt_b        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1639.1637     0.75981128      1286.1986     0.56887003       2464.542       3.977995
              5      2085.1923     0.83972043      1643.4292      0.6294711      3045.8436      3.9858623
             10      1375.2494     0.70580543      1090.8965     0.53675303      1946.8407      2.8778761
             15       876.1611     0.57378315      698.69683      0.4398271      1212.0201      2.0817129
             20      577.83027     0.47095598      462.89458     0.36545394      782.59652      1.5968068
             25      396.93249     0.39185956      319.04335     0.30616884      528.60918      1.2222925
             30      280.79557     0.33067134      226.34224     0.25811823      369.36389     0.95978451
             35      205.92963     0.28446038       166.4704     0.22354488      266.95178     0.78959753
             40      154.09513      0.2451668      124.81407     0.19323526      198.61407     0.64099628
             45       118.2628     0.21433924      95.993807     0.17072049      150.82839     0.56546114
             50      92.108722     0.18825135      74.877874     0.14880735      116.28677      0.4728526
             55      73.016797      0.1672043      59.437951      0.1328148      91.995128     0.39371697
             60      58.134239     0.14948949       47.47325     0.11919334      72.954831     0.32965691
             65      47.181132     0.13388221      38.566007     0.10836462      58.927976     0.30030719
             70      38.959397     0.12396221      31.915088      0.1033465      48.516085     0.19773394
             75      32.370631      0.1113873      26.439449    0.089643983      40.398792     0.16389903
             80      26.631208     0.10048316      21.766178    0.080824822      33.317571     0.15044179
             85      22.645552    0.093350676      18.476007    0.074823022      28.331238     0.14054638
             90      19.126125    0.085007613      15.608638    0.068215276      23.814547      0.1276183
             95      16.155495     0.07836095      13.180147    0.062743896       20.16943     0.11032999
            100      13.968333    0.073054964       11.39346    0.058631498      17.425925     0.10367579
            105      12.114537    0.067535448      9.8527275    0.055373105      15.157866    0.094541655
            110      10.462209    0.062850073      8.5073449    0.050218223      13.143159     0.08826384
            115      9.0863281     0.05818065      7.3920732    0.046769939      11.314446    0.088405742
            120      7.9040851    0.054334215      6.4266333    0.043515234      9.8974045    0.075917932
            125      6.8776257    0.050937888      5.5917633    0.041000496      8.5663398    0.074893347
            130      5.9967962    0.048054541      4.8780404    0.038554987      7.4865927    0.068605233
            135      5.2738112    0.044126548      4.2791212    0.035147316      6.5893743     0.06141012
            140      4.8065729    0.044056545      3.8882387    0.034523097      6.0316147    0.061139113
            145      4.1628054    0.040148642      3.3718114    0.031849506      5.2279912    0.056068495
            150      3.7518362    0.037706993      3.0385937     0.02989556      4.7014713    0.051379443
            155      3.3530881    0.035242163      2.7066258    0.027924655      4.1994155    0.048767515
            160      2.9619365    0.032980039      2.3941046    0.026204879      3.7257338     0.04564877
            165      2.6439516    0.031209593       2.139672    0.024893153      3.3142194     0.04287148
            170      2.3663683    0.030096857      1.9190133    0.023769688      2.9549154    0.044019639
            175      2.1845261    0.029486051      1.7617591    0.023088142      2.7505572    0.040524924
            180      1.9327637    0.027469932      1.5619956    0.021693971      2.4237459    0.038406717
            185      1.7580244    0.026402758       1.421545    0.020772334      2.2006447    0.036145261
            190      1.5707371    0.024343228      1.2684311    0.019172852      1.9718328    0.033257955
            195      1.4514513     0.02361282      1.1677877    0.018535575      1.8197412    0.034866369
            200      1.3137751    0.022515563      1.0585293    0.017768425       1.653819     0.03130009
            205      1.1640258    0.021215782     0.95050658    0.016813594      1.4368807    0.030251891
            210      1.1015416    0.021756778     0.88987674    0.016880061      1.3773084    0.030516383
            215     0.99728355    0.021701102     0.80797164    0.016706727      1.2443859    0.030238494
            220     0.93579165    0.019398176     0.75478689    0.015044817      1.1745821     0.02689063
            225     0.86330336    0.018304475     0.69239816    0.014207948      1.0759216    0.027553013
            230     0.76211825    0.017107516     0.61782219    0.013340788     0.94907499    0.023681415
            235     0.70283597    0.016170493     0.56560881     0.01262391     0.88120901    0.022155865
            240     0.64718814    0.015686144     0.52576183    0.012452488     0.80390816    0.021725421
            245     0.55841684    0.014751597      0.4504266    0.011543589     0.70208201    0.020354995
            250     0.55053884    0.014720987     0.44338326    0.011304356     0.69054161    0.020570228
            255     0.51784407    0.014238976      0.4204221    0.011069191     0.64147005    0.019866122
            260     0.46841791    0.014779372     0.38106575    0.011772145     0.57789785    0.020652998
            265     0.43673904    0.012790591      0.3570006    0.010194015      0.5367531    0.018089198
            270     0.39185722    0.012336579     0.31300315   0.0096487093     0.49898328    0.017227218
            275     0.36523867    0.011975427     0.29374606   0.0093286366     0.45839661    0.016490937
            280     0.32477106    0.011314138     0.26177737   0.0088482638     0.40498714    0.015533193
            285     0.32935449    0.011590127     0.26371669   0.0089344074     0.41756239    0.016049242
