#   y_bbZ-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5    0.078938314    0.030149959    0.054800955    0.021546448     0.12034054    0.046298627
           -4.9     0.13417488    0.040588325    0.091726233    0.028321824     0.20917488    0.064224561
           -4.8     0.18313832    0.059581985     0.12934499    0.039389133     0.27248967    0.098107552
           -4.7      1.0769018     0.13622417     0.79034515    0.097035769      1.5110719     0.20708083
           -4.6      3.3849444     0.23416634      2.5089496     0.16840704      4.7081968     0.35186629
           -4.5      8.3876368     0.36235808       6.343869     0.26660389      11.403313     0.53072434
           -4.4      19.131627     0.54924508      14.522002     0.40955748      25.893862     0.79207281
           -4.3      37.291953     0.77708525      28.523348     0.58554363      50.283218      1.0961517
           -4.2      67.137084      1.0406362      51.705963     0.78017923      89.702965      1.4733347
           -4.1      106.23275      1.3100744      82.073728     0.98583324      141.32852      1.8476107
             -4      167.77939      1.6363027      129.85672      1.2327703      220.47869      2.9985201
           -3.9      243.05505      1.9691787      188.43164      1.4884666      321.81794      2.7785237
           -3.8      340.32605       2.329478      264.53288      1.7665897      447.32107      3.5350022
           -3.7      463.39599      2.7086633      360.57908      2.0652924       610.5048      3.7829303
           -3.6      590.93365      3.0607258      461.25383      2.3424514       775.0635      4.2386789
           -3.5      743.80398      3.4306151       581.6888      2.6279639      973.29545      4.7438843
           -3.4      909.74769      3.7929869      713.20123      2.9116014      1187.1953      5.2815091
           -3.3      1099.7101      4.1579902      863.75941      3.2243502      1430.7512      5.7147812
           -3.2      1279.7853      4.4721601      1004.6456      3.4445382      1667.3008      6.1270354
           -3.1      1478.6678      4.8094794      1166.0087      3.7731926       1915.636      6.7369123
             -3      1686.6438      5.1721598      1330.7657      4.0337837      2182.9924      7.0795872
           -2.9      1874.3736      5.4002651      1480.3956      4.2086039      2423.0378      7.3787077
           -2.8      2082.3764      5.6857743      1647.5171      4.4363353      2686.1687      7.7399042
           -2.7      2283.0343      5.9734285      1807.9533      4.6651757      2942.0133      8.1505808
           -2.6      2468.5193      6.1780785      1957.6563      4.8299539      3176.3095      8.3574884
           -2.5      2653.1373       6.437339      2106.5081      5.0534674      3410.7601      8.7508855
           -2.4       2829.924      6.6086374      2249.4787      5.2033666      3632.1915      8.9233784
           -2.3      3015.6873      6.8157568       2398.152      5.3579866      3868.0013      9.2000972
           -2.2      3152.1773      6.9683137      2511.5717      5.5076178      4034.7482      9.3962025
           -2.1      3314.3923      7.1533348       2640.621      5.6348676      4243.3343      9.5944097
             -2       3450.223      7.4158475      2751.8662      5.8607609      4411.0773      9.9817854
           -1.9       3562.418      7.4042905      2844.7057      5.8783036      4548.7254      9.9576132
           -1.8      3685.8553      7.5261277      2944.5458       5.976885      4703.8296      10.062125
           -1.7      3785.1943      7.6628026      3026.1666       6.083338      4826.8298      10.274922
           -1.6      3891.1021      7.7189761      3111.5105      6.1524932      4962.1312      10.479749
           -1.5      3968.4121      7.8140793      3174.6647      6.3082376      5057.6592      10.476376
           -1.4      4046.3011      7.9031474      3239.7002      6.2991392      5151.7108      10.581922
           -1.3      4103.1859      7.9705743      3287.4594      6.4753503       5221.737      10.724138
           -1.2      4169.5489      8.0136773      3340.0305       6.393483      5306.2577      10.706468
           -1.1      4224.0484      8.0640094      3384.3832      6.4207445      5374.1819      10.713899
             -1      4270.8843      8.1075529      3423.4042      6.4649312      5431.1171       10.75603
           -0.9      4298.1484      8.3142175       3443.817      6.6069021      5468.7745      11.067417
           -0.8      4333.7491      8.2016743      3475.5423      6.5809267      5509.8928      11.123087
           -0.7      4366.9627       8.194679      3502.5893      6.5815184      5548.8748      10.909179
           -0.6       4375.034      8.1860593      3509.0126      6.5443549      5561.1093      11.004962
           -0.5       4417.977      8.2676786      3544.3541      6.7048041      5611.7661      11.167704
           -0.4      4417.1312      8.2429001      3541.2334       6.575936      5616.7304      10.910356
           -0.3      4412.1827      8.2076945      3539.6965       6.556024      5605.4611      10.873477
           -0.2      4427.3725      8.2174106      3551.9356      6.5524655      5624.4507      10.874524
           -0.1      4442.1252      8.2611336      3563.9414      6.6527578      5642.3084      11.057917
              0      4432.3153      8.2934525      3555.3274      6.6101832      5632.0434         10.989
            0.1      4433.2106      8.2409146      3556.3915       6.674426      5632.1651      11.205373
            0.2      4424.4137      8.3024078       3551.773      7.0153741      5614.7863      11.104372
            0.3      4406.3616      8.2491445      3532.8569      6.6167674      5603.3562      10.935433
            0.4      4387.2745      8.1955485      3519.9559      6.6281357      5573.3062      10.964801
            0.5      4382.5394      8.1850701      3514.8457      6.7103585      5568.7452      11.116542
            0.6      4353.4398      8.1942968      3491.4143      6.6078376      5533.0975      10.881825
            0.7      4330.8311        8.14706      3474.4085      6.6352744      5501.9235      10.968681
            0.8      4303.6886      8.1430033      3448.7833      6.4958951      5475.3617      10.845908
            0.9      4265.6906      8.1276182       3416.246      6.4800273      5430.7614      10.845455
              1      4216.3622      8.0763698      3380.5572      6.5606841      5359.9953       10.75317
            1.1      4164.8001      7.9992744      3335.2348      6.3811664       5302.316      10.652757
            1.2      4105.5488      7.9066403      3286.9046      6.2958467       5227.829       10.53478
            1.3      4045.4684      7.8968945      3237.7875      6.2909091       5151.527      10.627332
            1.4      3966.1194      7.9440513      3174.1049      6.3332088      5052.2921      10.885733
            1.5      3871.1966      7.7036424       3097.525       6.156794       4931.901      10.476355
            1.6      3782.0203      7.6684559      3022.5913      6.0981531      4826.2166      10.366534
