# total-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      40582.746      5.4019103      32233.626       3.844671      57358.594      34.645069
              1      40582.746      5.4019103      32233.626       3.844671      57358.594      34.645069
