# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ500
              0      234.45539      1.2745293      175.03969     0.80073063      733.11976      20.638711
              1      877.38558      2.3103314      656.51872       1.512129      3600.5197      23.774896
              2      1127.5635      2.1662134      869.75725      1.5150565      2521.4175      11.260269
              3      1195.1544       1.988754      934.80444      1.4421925        2035.13      5.9620002
              4      1195.8862      1.8415341      940.85569       1.363488      1808.2596      4.1420677
              5      1158.3818      1.7212225      914.17859      1.2887726      1659.9848      3.2885772
              6      1117.2486      1.6248852      883.47166      1.2282963      1553.2425       2.854988
              7      1071.2029      1.5466108      848.02478      1.1821467      1463.5962      2.5537683
              8       1025.255      1.4737514       811.7758      1.1274787       1382.538      2.3397361
              9       984.4017      1.4186995      780.17502      1.1020096      1316.6133      2.1812966
             10      938.85981      1.3612802      744.68715      1.0508982      1245.9032      2.0977438
             11      898.05429      1.3147073      712.77296        1.02093      1184.8909       1.937619
             12       861.9597      1.2721313      684.24447     0.99077715      1132.6711       1.913786
             13      828.45006      1.2339448      658.01594     0.95834716      1085.4613      1.8795665
             14       794.9106      1.1988242      631.44304     0.93132695      1037.9195       1.716897
             15      766.94572      1.1679452      609.43605     0.91052421      998.95341      1.6765139
             16      736.17738      1.1372119      585.28347     0.89089558      956.18528      1.5921237
             17      709.77065      1.1171206      564.54565     0.89650904      919.79282      1.5494394
             18      685.51551      1.0861567      545.37507     0.86027272      886.60217      1.5365872
             19      660.15256      1.0617179      525.70203     0.85433054      851.85881      1.4770301
             20      638.97524      1.0386817      508.60017     0.81860529      824.42337      1.4273874
             21      616.25979      1.0152725      490.83394     0.80170883      793.81096       1.412136
             22      594.82269     0.99505874      473.81174     0.78914673      765.39384      1.3653976
             23      574.65793     0.97359399      457.55617     0.76776004      739.14887      1.3271226
             24      556.06388     0.95456102      443.06189     0.75329473      714.12692      1.3051448
             25      536.24583     0.93446187      427.22089     0.73805902      688.48434      1.2643531
             26      519.61179     0.91832967      414.07814     0.72911537      666.62566      1.2769941
             27      502.57046     0.89947593      400.63116     0.71149815      644.19541      1.2288424
             28      486.89112     0.88357426       388.0175     0.70075432      624.03611       1.195292
             29      471.47913     0.86815277      375.87574     0.68710349      603.68393      1.1784345
             30      455.42453     0.85057746      363.10811     0.67380505      582.86068      1.1439486
             31      440.77738     0.83554283      351.42266       0.661062      563.82043       1.154977
             32      427.26155     0.81992111      340.52256     0.64867533      546.70528      1.1057238
             33      413.85265     0.80626013      329.93603     0.64167987      529.25569      1.0810519
             34       400.7528     0.79018769      319.49371     0.62550374      512.33329      1.0633554
             35      387.78937     0.77727167      309.27361     0.61965614      495.39423      1.0445379
             36      375.55233      0.7629107      299.51194     0.60865579      479.65571      1.0270322
             37      363.77145     0.74973513      290.02882     0.59624317      464.80554        1.00107
             38      353.32696     0.73699531      281.79673     0.58519772      451.17147     0.98829876
             39      341.07947     0.72331157      272.07779     0.57341879      435.37551     0.96625667
             40      330.98758     0.71163684      263.81982     0.56387242       422.9769     0.95263897
             41      320.54729     0.69933349      255.67391     0.55342806      409.27729     0.96119344
             42      311.97448     0.69245084      248.91602     0.54917524      397.76734     0.94795464
             43      301.51721       0.676926       240.5716     0.54600423      384.59608     0.93004056
             44      291.76438     0.66384344      232.65086     0.52779081      372.38465     0.88621736
             45      283.39576      0.6534349       226.2042     0.52664916      361.21285     0.88536127
             46      275.09003     0.64568812      219.54685     0.51633607      350.63157     0.86963712
             47      267.29789     0.63412202      213.34153     0.50521981      340.63291     0.84434979
             48      257.28173     0.62012762      205.23006     0.49200582      328.17319     0.82826407
             49      251.14755     0.61306252      200.44126     0.48807646      320.04189     0.82153203
             50      251.14755     0.61306252      200.44126     0.48807646      320.04189     0.82153203
