# total-mbbZ500        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      39225.219      5.4828718        31125.8      3.9160375      55627.919      34.646284
              1      39225.219      5.4828718        31125.8      3.9160375      55627.919      34.646284
