#  total-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2408.9461      1.8761872      1882.1377      1.4442914      3141.2264      2.6393755
              1      2408.9461      1.8761872      1882.1377      1.4442914      3141.2264      2.6393755
