# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj200
              0    0.014008172   0.0042308659    0.010181367   0.0031025176    0.020041558    0.006114616
              1    0.051826581   0.0086366087    0.038272623   0.0062437479    0.073182862     0.01274289
              2    0.057765595   0.0086927034    0.043482639   0.0066809737     0.07939329    0.012814076
              3    0.094934561    0.011338916    0.068774881   0.0082065113     0.13634283    0.016542003
              4     0.13041272    0.015664171    0.094676375    0.010945693     0.18682019     0.02405585
              5     0.13206683    0.013617923     0.10075822    0.010878157     0.17788655    0.020203515
              6      0.1655048    0.015135565     0.11958589    0.010737301     0.23835472    0.022744899
              7      0.2128103    0.018469911     0.15503067    0.013233238     0.30294607    0.027250889
              8     0.26953615    0.019228023     0.19929248    0.014055328     0.37761816    0.028162464
              9     0.25939437    0.019364888     0.18957298    0.014102316     0.36839224    0.028304187
             10      0.2712468    0.019738902     0.19787669    0.014293348     0.38607469    0.028933884
             11     0.33487449    0.023902458     0.24316474    0.016982845     0.47970862    0.035747814
             12      0.3286715    0.021336394     0.23719838    0.015395252      0.4726327    0.031305906
             13      0.3822818    0.028142872     0.28147822    0.019970539     0.53827485    0.042457954
             14     0.36849866    0.022776236     0.27060555     0.01655799     0.51986855    0.033254008
             15     0.40075042    0.024170074     0.29570728    0.017933285     0.56305507    0.035168847
             16     0.45928082    0.028773003      0.3319607    0.020266545     0.66015741    0.043388113
             17      0.4499958    0.024992789     0.32624957    0.018100212     0.64464185    0.036618672
             18     0.44139878     0.02678192     0.32457136    0.019347188     0.62330859    0.039750466
             19     0.45868762    0.025701963     0.33280325    0.018587756     0.65641005    0.037627433
             20     0.57757064    0.045408392      0.4198128    0.030655016     0.82575606    0.071020542
             21     0.56645442    0.034263433     0.41505775    0.024206178     0.80252115    0.051438606
             22     0.60250606    0.031250311     0.44075701    0.022440276     0.85480006    0.046145999
             23     0.65933299    0.032570411      0.4805541    0.023437977     0.93982855    0.048288714
             24     0.66800794    0.033662761     0.48871032     0.02411367     0.94687361    0.049918878
             25     0.64839462    0.029647193     0.47261642    0.021652682     0.92383494    0.043460755
             26     0.68231694    0.031201459     0.49928834    0.022674691     0.96700084    0.045598108
             27     0.70298447    0.034542468      0.5175772    0.025264522     0.98830318    0.050509881
             28     0.71290396    0.031744182     0.51784788    0.022864303      1.0202806    0.046907567
             29     0.78016501    0.033625882     0.56952145    0.024160166      1.1089487    0.050067433
             30     0.78052132    0.034809854     0.57354997    0.025149107      1.1020832    0.051717211
             31     0.83079235    0.041759543     0.60577037    0.029048927      1.1833559    0.064010301
             32     0.87500412    0.037938923     0.64869858    0.027662694      1.2222045    0.056995196
             33     0.84596816    0.034870498     0.62343666    0.025427336      1.1902624    0.051037404
             34     0.92853652    0.058972269     0.69056347    0.042422266      1.2916284    0.091016503
             35     0.97830526    0.040324463     0.71186512    0.028962052      1.3951042    0.059247323
             36     0.95957439    0.038257154     0.70347349    0.027812294      1.3577535    0.056160431
             37     0.94209006    0.036401621     0.68652511    0.026385136      1.3429573    0.053219423
             38     0.97069196     0.04711054     0.71093081    0.032761252      1.3744892    0.071796228
             39     0.99755299    0.044079588     0.73057851    0.032193903      1.4133081    0.067241081
             40      1.0628864    0.045316281     0.77954995    0.032165236      1.5022722    0.067978297
             41      1.0627161    0.039929107     0.77539975    0.028989877       1.511017    0.058502722
             42      1.1346905    0.040136082     0.82996857    0.029173331      1.6088156    0.058753299
             43      1.1007562    0.041007178     0.80715006    0.029763751       1.558001    0.060168688
             44      1.1087085    0.040910153     0.81331634     0.02980006      1.5675842    0.060414216
             45      1.0852865    0.040505515     0.79435886    0.029188533      1.5368713    0.059526266
             46      1.2480388    0.075113552     0.90557059    0.051087477      1.7852705     0.11583309
             47      1.2074827    0.044619303     0.88435938    0.032195564      1.7103739    0.065778079
             48      1.1628598    0.041069259     0.85425849    0.030714433      1.6422375    0.064946972
             49      1.1647371    0.041420482     0.85784687    0.030159765      1.6376246    0.060549087
             50      1.1647371    0.041420482     0.85784687    0.030159765      1.6376246    0.060549087
