# m_Zbb-CMS-2bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
            150      1.2338242   0.0070941591     0.99505934   0.0055249904      1.5936741    0.018530887
            200      1.7995072   0.0086384801      1.4580266   0.0068144486      2.2854725    0.019197184
            250       1.449514   0.0076648647      1.1771852   0.0060622826       1.836335    0.014818084
            300      1.0640911   0.0065371861     0.86714543   0.0052402162      1.3304817   0.0092851926
            350     0.75741212   0.0055286405      0.6182417   0.0046849237     0.94835046   0.0095541573
            400     0.54894454   0.0046358995     0.44245873   0.0036995979     0.69610248   0.0067629866
            450     0.38970795   0.0039109416      0.3133996   0.0031138343     0.49376573   0.0055488634
            500     0.25135069   0.0022911043     0.20160995   0.0018128768     0.32046771   0.0033179487
            600     0.25135069   0.0022911043     0.20160995   0.0018128768     0.32046771   0.0033179487
