#    pt_j1-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      162.31487      1.0628655      124.91495       0.674574      457.46795      18.086014
              1      878.63108      2.3812849      661.78035      1.5553882      3730.4583      24.545692
              2       1157.893      2.1865405      902.07174      1.5474722      2381.2317      8.6653311
              3      1207.3127      1.9733889      950.55464       1.446208      1941.6043      4.9178031
              4      1191.7702      1.8168179      941.64845      1.3519987      1754.6621        3.66426
              5      1146.0115      1.6940455       907.6869      1.2791289      1614.6061      3.0296216
              6      1097.2905      1.5940297      869.87085      1.2078677      1509.6645      2.6647736
              7      1046.6316       1.514235      830.45926      1.1563351      1417.6586      2.4019258
              8      1003.4041      1.4501773      796.49897      1.1185088       1344.923        2.29053
              9      958.14164      1.3906745      760.69327      1.0734583      1275.1641      2.0953268
             10      917.73343      1.3452261      729.07925      1.0455307      1213.9803      2.0239309
             11      880.92205      1.2943039      700.03495       1.003886       1159.846      1.8977955
             12      847.01529      1.2567154        673.515     0.97987031      1109.4838      1.8646242
             13      815.77736      1.2212855      648.56737      0.9548985      1067.3708      1.7778481
             14      785.80014      1.1902105      625.24383     0.93635239      1023.8937       1.730731
             15      756.50281      1.1589854       601.9938     0.90751879      983.65696      1.6432846
             16      730.62515      1.1321423      581.52308     0.88805555      948.09678      1.5845709
             17      703.07344      1.1049441      560.27393     0.86888132      909.60461      1.5776296
             18      679.80079      1.0818079      541.82793     0.85615218      878.03743      1.5267183
             19      658.59425      1.0593025      524.92833     0.83713156      849.22118      1.4784802
             20      637.37664      1.0385412      507.98858     0.81706575      821.64855      1.4375118
             21      616.10663      1.0175186      491.25532     0.81157243      792.97323      1.3873981
             22      597.43182      1.0066353      476.86113     0.83574998      767.43063      1.3774565
             23      577.65101     0.97693611      460.91798     0.77389986      741.85825      1.3273284
             24      558.75723     0.95846712        445.921     0.75853885      717.09124      1.3141477
             25      541.12707     0.93917796      431.72571     0.74272894      694.14852      1.2708533
             26      524.55548      0.9240956       418.7926     0.73438176      671.86746      1.2614055
             27      507.86203     0.90804349      405.48243     0.72279578      650.24581      1.2261147
             28      493.13326     0.89216539      393.72158     0.71619936      631.17735      1.2073294
             29      476.09854     0.87402469      380.05017     0.69235199       609.1991       1.173266
             30      462.13686     0.85985875      368.80191     0.68093289      591.37558      1.1508692
             31      447.66493     0.84319804      357.29661     0.66777718      572.64694       1.127933
             32      434.52289     0.82959366      347.06681     0.65921735      554.91938      1.1157167
             33      421.67595     0.81745411      336.85573     0.64906731      538.55281      1.1250511
             34      408.70768     0.80155107      326.34048     0.63773264      521.99248      1.0787425
             35      396.68827     0.78856626      316.86497      0.6283944      506.39809      1.0560377
             36       384.8956     0.77535236      307.50692     0.61724743      491.05878      1.0375587
             37      373.44845     0.76216946      298.32203      0.6062938       476.5615      1.0188086
             38      362.45073     0.74988226      289.40619     0.59614213      462.66273      1.0011683
             39      352.08357     0.73883592      281.25686     0.59004901       449.2189     0.99107561
             40       340.8964     0.72646902      272.34616      0.5814572      434.76187     0.96732779
             41       330.8281     0.71321905      264.26254     0.56985671      422.10152     0.98637815
             42      321.69501     0.70339665      256.99937     0.56319706      410.02455     0.95033786
             43      312.60669     0.69217181      249.52869     0.55192612      398.86791     0.94197443
             44      303.44536      0.6808183      242.33916     0.54236903      387.00626     0.90687447
             45      294.33223     0.66916133      235.04191     0.53152133      375.31863     0.89124386
             46       285.8639     0.65924735      228.26886     0.52509146      364.56793       0.886438
             47      278.31628     0.65080646      222.34664     0.52434111      354.89304     0.89007834
             48      269.65797     0.64333688      215.36633     0.51151742      343.84794     0.85837171
             49      262.37899     0.63078484      209.60238     0.50670954      334.36538     0.84031567
             50      262.37899     0.63078484      209.60238     0.50670954      334.36538     0.84031567
