#         pt_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
            380    0.091569552   0.0057454607    0.072747409   0.0044254237     0.11626079   0.0079960614
            385    0.088009978    0.010459749    0.069047879   0.0074954893     0.11387001    0.015262049
            390    0.085062193   0.0058083213    0.065581497    0.043255448     0.08971284    0.010735798
            395    0.084448508   0.0058046365    0.067751636    0.004458048     0.10590151   0.0083368212
            400     0.07038723   0.0053165502    0.056380997   0.0042001179    0.088979888   0.0073814084
            405    0.071585125   0.0053823014     0.05715759   0.0041598564    0.090175469   0.0074212909
            410    0.061397787   0.0055372365    0.050079637   0.0042300837    0.075500522   0.0079804048
            415    0.056848464   0.0044361872    0.045845889   0.0034699722    0.070571733   0.0062256055
            420    0.050166461    0.004273465    0.039534576   0.0032360615    0.064475917   0.0060374459
            425    0.049614703   0.0047933149    0.040981017   0.0037151769    0.059388184   0.0069992951
            430    0.049178893   0.0045595007    0.039056076   0.0034986919    0.062589615   0.0063361983
            435    0.047824534   0.0047129351    0.039648647   0.0035121354    0.057238778   0.0071640693
            440    0.039455599   0.0040756925    0.032578607   0.0031463514     0.04746709   0.0058742138
            445    0.041075402    0.004944742    0.033780267   0.0035953394    0.050034278   0.0080509367
            450    0.039623561   0.0039633417    0.032330124   0.0031168287    0.048729882   0.0055210752
            455    0.045215491   0.0038926718    0.035602245   0.0030369711    0.058307415   0.0052271024
            460    0.041114435   0.0039805266    0.032049507   0.0030094893    0.053882669    0.005584853
            465    0.031123504   0.0039071525    0.024335898   0.0029243559    0.039750766   0.0059219887
            470    0.027820432    0.003396056    0.022503186   0.0025651373    0.034613304   0.0047508695
            475    0.026553743   0.0031106958    0.021699911   0.0024879718    0.032405659   0.0040903034
            480     0.02822711    0.003343911    0.022553444   0.0025345714    0.035651739   0.0047055917
            485    0.029614677   0.0070818454    0.023638862   0.0048490522    0.037547186    0.010860119
            490    0.030350467   0.0036531802    0.023687293    0.002731284    0.039663586   0.0051407778
            495    0.019929927    0.002673366    0.016088712   0.0020652023    0.024702633   0.0036716046
            500    0.019929927    0.002673366    0.016088712   0.0020652023    0.024702633   0.0036716046
