# dy_bbZ-j1-ptj        central        num_err    min (scale)        num_err    max (scale)        num_err
# 20
             -8      4.6199985     0.28129755      3.5753147     0.21535378      6.2471288     0.40875813
           -7.9       5.808593     0.32669439      4.4392889     0.24624082      8.0192968      0.4726919
           -7.8      6.1215634      0.3535498       4.674114     0.26209112       8.411262     0.51654236
           -7.7      8.3634795     0.40672503      6.4305184     0.30544481       11.41409     0.58589135
           -7.6      8.8333215     0.39555895      6.7547674     0.29826614      12.114366     0.56658017
           -7.5      9.8806314      0.4580122       7.582131     0.34449077      13.514495       0.664677
           -7.4      11.758039     0.49640376      9.2160472     0.39474419      15.660229     0.71135466
           -7.3      14.297829     0.52205072      11.123031     0.40138267      19.203008     0.74265111
           -7.2      15.837456     0.57228177       12.21533     0.42903117      21.554545     0.83005003
           -7.1      18.943132     0.78981538      14.695861     0.52745745      25.306701      1.4111295
             -7      23.684616     0.67664418      18.204943     0.51307406      32.276577     0.97132987
           -6.9      25.745597     0.70241088      19.872183     0.53237669      34.813815       1.014799
           -6.8      29.732914     0.73183022      22.978009     0.55678916      40.035628      1.0500014
           -6.7      34.559786     0.80822588      26.715627     0.61109363       46.48382      1.1570493
           -6.6      39.184408     0.85660116      30.231037     0.64693965      52.962472      1.2299454
           -6.5      44.450107     0.90154621      34.258137     0.68193012      60.003082      1.2730274
           -6.4       53.06918      1.0383014      40.874298     0.79393278      71.696925      1.4826562
           -6.3      60.820201      1.0818878      47.119692     0.82699633      81.399796      1.5277725
           -6.2      67.338673      1.1284598      52.081997     0.85862807      90.435666      1.6071719
           -6.1      78.414332      1.1800658      60.597975     0.90248601      105.50084      1.6615912
             -6      88.214741      1.2715237      68.593784     0.97438089      117.53816      1.8163324
           -5.9      100.04789      1.3251982      77.464181      1.0128634      133.90029      1.8563864
           -5.8      115.69941      1.4408196      89.692097      1.1199983      154.69268      2.0117253
           -5.7         130.53      1.5231636      101.46441      1.1682433      173.75408      2.1352127
           -5.6      144.97694      1.6113837      112.64006      1.2394533      193.19586      2.2534332
           -5.5      161.93514      1.6839238      126.39018      1.3034547      214.15593      2.3444214
