# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj120
              0    0.058209729   0.0088183045    0.044022862   0.0068098851    0.079241653    0.012288305
              1     0.21663923    0.019113951     0.16105211    0.013875351     0.30154388    0.027763119
              2     0.33033555    0.022190581     0.25129657    0.016808779     0.44718553    0.031382002
              3     0.44432448    0.025054804     0.33838468    0.018993917     0.60111819    0.035103455
              4     0.58582244    0.029596618     0.44447143    0.022127476     0.79603329    0.042170485
              5     0.61010301    0.029145769      0.4647602    0.022453587     0.82492019    0.041046682
              6     0.81043331    0.038110248     0.60319938    0.027523725      1.1266444    0.055789849
              7     0.98696031    0.043582821     0.73958759    0.031588522      1.3606129    0.063599997
              8      1.1069992    0.040184988     0.83808861     0.03008627      1.5081537    0.057108946
              9      1.2059121    0.041201019      0.9074638    0.030932787      1.6545793    0.058339491
             10      1.3945393    0.044355313       1.044808    0.033169252      1.9235401    0.062877955
             11      1.5094977    0.048321163      1.1297192    0.035766854      2.0840823    0.069275439
             12        1.66364    0.050774417      1.2412245    0.037462646      2.3051855    0.072759273
             13      1.7522616    0.052009546      1.3239873    0.038660362      2.3924113    0.074689345
             14      1.7856793    0.051655233      1.3373719    0.038252665      2.4635781    0.073692649
             15      2.0456399    0.055042611      1.5365045     0.04103484      2.8127633    0.078789431
             16      2.1749634    0.057889026      1.6339024    0.042920428      2.9920166    0.082996756
             17      2.2196308    0.056148625      1.6726694    0.042100074      3.0412536    0.079498499
             18      2.3990023     0.05935453      1.8070413     0.04448864       3.288346    0.085363841
             19      2.5598503    0.060407555      1.9308862    0.045567613      3.5014388    0.084836093
             20      2.7351222    0.072072151      2.0675627    0.052331322      3.7316334     0.10588312
             21      2.8978946     0.06791199      2.1817303    0.050292686      3.9731213    0.097598643
             22      2.9904731    0.066324583      2.2406936     0.04933647      4.1239537    0.094244042
             23       3.197121    0.068284133      2.4109479    0.051236788      4.3741462    0.097548817
             24      3.2171709    0.069188708      2.4180077    0.051680041      4.4198554    0.099545025
             25      3.3988407    0.070596801       2.549918    0.052647903      4.6791033     0.10030917
             26      3.5046925    0.071251443      2.6441534    0.053503844      4.7901249      0.1004833
             27       3.687922     0.07482164      2.7833903    0.056337674      5.0386035     0.10655167
             28      3.7842893    0.073687384      2.8401673    0.054927056      5.2073562     0.10483828
             29      3.9494583    0.075307696      2.9647372    0.056187979      5.4350736     0.10730284
             30      4.2509741    0.088177507       3.193924    0.064279577      5.8440256     0.12826362
             31       4.293663    0.082416154      3.2290201    0.060754594      5.8953095     0.11915737
             32       4.369614     0.08014056      3.3030188    0.060193435      5.9623627     0.11421742
             33       4.428344    0.084523408      3.3393205    0.062668996      6.0593552     0.12128297
             34      4.6118759    0.094113096      3.4839695    0.069565675      6.2959581     0.13778152
             35      4.7937373    0.084572921      3.6182143    0.063535364      6.5489145     0.11999018
             36      4.9554002    0.089842039       3.739937     0.06695976      6.7703557     0.12798237
             37      5.0368784    0.084763907      3.8062832    0.063833306      6.8752063     0.11946999
             38      5.0809068    0.090070647      3.8479794     0.06764874      6.9123429     0.13080534
             39      5.2474024    0.089217765      3.9520937    0.066866895      7.1882716     0.12741089
             40      5.5199796    0.092388914      4.1865656    0.069648281      7.4996068     0.13277806
             41        5.45748    0.090137177      4.1223666    0.067526688      7.4482145     0.12740217
             42      5.6779123    0.090848569      4.3092665    0.068934076      7.7065704      0.1294193
             43       5.740978    0.094113366      4.3503626    0.070452488      7.8093608     0.13440474
             44      5.8452873    0.091773247      4.4138189    0.069575008       7.986564     0.13074909
             45      5.9724917     0.10102048      4.5198313    0.075172752      8.1352898     0.14368335
             46      6.1123339     0.11243013       4.633517    0.082582883      8.3090266     0.16714416
             47      6.2486709    0.096893951      4.7711896    0.074405406       8.417044     0.14103428
             48      6.3363377    0.095468891      4.8015863    0.072526121      8.6184922     0.13745323
             49      6.4273978    0.099122122      4.8976464    0.074480438      8.6792409     0.14019084
             50      6.4273978    0.099122122      4.8976464    0.074480438      8.6792409     0.14019084
