#         y_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5     0.66956725     0.13954275     0.46746201    0.089666458      1.0584801     0.59612095
           -4.9      1.2923126     0.21106875     0.91684801     0.13572964      2.9475256     0.97644959
           -4.8      3.9201962     0.33026957      2.8485119     0.21945559      7.9795975      2.1885987
           -4.7      10.802402     0.54592578      7.9244808     0.36872613      22.199217      4.0298517
           -4.6       25.73472     0.85376612      19.251557     0.57932988      41.862477      7.3031769
           -4.5      56.207407      1.2142193      42.153441     0.84298341      115.31849       7.892813
           -4.4      107.04518      1.6666645      80.804676      1.1649436      198.71537      11.820974
           -4.3      186.49679      2.1930288      141.35528      1.5583636       340.6566      14.227536
           -4.2      300.90993      2.7663456      229.70971      1.9648402      496.99796      16.858618
           -4.1      442.95588      3.3458818      339.52711      2.3866606      726.57457      19.605284
             -4      639.01206      3.9717211      490.93121      2.8508109      1054.7071      23.239259
           -3.9      859.57529      4.5827762      662.21494      3.2948609      1422.3452      25.694657
           -3.8      1124.3019      5.1632486      868.46103      3.7523929      1792.4007      27.322476
           -3.7      1410.7942      5.7495363        1092.83      4.2146809       2205.419      29.766539
           -3.6      1699.2471      6.2563611      1320.9196      4.5676249      2691.7707      30.709975
           -3.5      2033.4912       6.807992      1585.3554      5.0401608      3160.0549      32.468604
           -3.4      2352.7492      7.2742014      1836.7236      5.3543916      3604.2059      36.328296
           -3.3      2687.6612      7.6994222      2103.5254      5.7200682      4047.2323      34.762529
           -3.2      3018.9651      8.1270487      2365.3689      6.0307579      4538.5229      36.913293
           -3.1      3342.0749      8.4892073      2626.6181      6.3540197      4925.8645       37.92808
             -3      3669.0966      8.9055872      2887.6331      6.6864393      5459.5743      39.721164
           -2.9      3981.9556      9.1590547      3135.7764        6.87538      5861.9901      40.429794
           -2.8       4272.681      9.4683542      3373.1132      7.1386053      6215.4664      40.655422
           -2.7        4553.82       9.721381      3597.7778      7.3448587      6575.2837      39.786716
           -2.6      4794.2865      9.8900817      3794.2754       7.482324        6825.51       40.00877
           -2.5      5043.4901      10.145476      3994.9485      7.6926838      7188.0252      40.428152
           -2.4      5286.3437      10.313021       4191.527      7.8543763      7500.2787      41.264331
           -2.3      5507.3404      10.509019      4371.5136       8.035803      7769.5581      41.999826
           -2.2      5703.9246      10.619696      4530.1259      8.1292302      8110.7013      41.445124
           -2.1      5900.1536      10.803103      4688.3756      8.2985317      8335.7588      41.843187
             -2      6048.8311      10.986931      4812.1329      8.4126688      8414.9289      41.440615
           -1.9      6193.3992      10.998368      4932.5514      8.4669024      8636.4789      43.090507
           -1.8      6340.2807      11.072932      5049.3311      8.5152057      8883.7259      39.815104
           -1.7       6450.742      11.200944      5141.9798      8.6069879      8940.8337      42.846197
           -1.6      6569.1911      11.259603      5237.9034      8.7598151      9134.4543      40.423976
           -1.5      6678.8327      11.338606      5326.8422      8.8152576      9255.0214      40.087975
           -1.4      6763.5382      11.428022      5398.0737      8.8416283      9409.6716      42.477339
           -1.3      6836.0889      11.449653      5459.4128      8.9287366      9453.6327      39.893769
           -1.2      6909.6036      11.522189      5516.5263      8.9077129      9547.0037      42.447938
           -1.1      6970.5793      11.540857      5566.8117      8.9047405       9574.139      42.969871
             -1      7027.4877      11.568666      5613.8529      8.9412271      9676.6112      42.226789
           -0.9      7068.8477      11.722008      5645.2492      9.0624148      9765.8483      41.848793
           -0.8      7113.1052      11.657046      5684.9407      9.0629193      9843.1472      42.294939
           -0.7       7156.905      11.642043      5719.1336      9.0460563      9851.4657      42.230757
           -0.6      7189.8658      11.675838      5746.1158      9.0481841      9916.8281      40.835497
           -0.5      7207.3982      11.698216      5760.0715      9.1237048      9904.7152      41.960618
           -0.4       7225.491      11.687433      5772.0965      9.0473032       9952.077      41.465656
           -0.3      7197.4661      11.636956      5752.5263       9.013501      9904.1189      41.807111
           -0.2      7227.3396      11.659558      5777.0098      9.0373453      9939.1959      40.683007
           -0.1      7243.5122      11.714489        5791.16      9.1186385      9919.0938      42.287637
              0      7243.5434      11.768653      5790.3461      9.1377619      9959.2667      43.257455
            0.1      7233.5824      11.701464        5783.29      9.1407354      9924.4008      42.898516
            0.2      7225.6372      11.755482      5777.2112      9.3810251      9972.9553      43.337482
            0.3       7198.953      11.701708       5755.374      9.1140434      9920.4186      40.494792
            0.4      7192.9821      11.675203      5749.6365      9.0884729      9895.9678      42.987375
            0.5      7173.0907      11.650685      5731.1683      9.1473583      9898.7061      41.197836
            0.6       7151.788      11.683562      5714.9661      9.1446978      9896.9384      42.422442
            0.7      7114.8585      11.637815      5687.5095      9.1125087      9788.1166      43.377308
            0.8      7077.0581      11.642931      5652.7412      9.0208348      9731.3462      42.093291
            0.9      7026.7282       11.61582      5610.0772      8.9683553      9673.4197      42.546838
              1       6981.952      11.642031      5577.3656      9.1266847      9624.5915      42.839246
            1.1      6922.4221       11.51309      5522.9028      8.8818158      9592.4947      41.943571
            1.2      6861.0663      11.449073      5472.3933      8.8254294       9479.495      42.382767
            1.3      6767.7337      11.445327      5399.5577      8.8211171      9350.9296      42.762052
            1.4      6698.8769      11.505686      5341.7562      8.8704834      9313.1568      44.233234
            1.5      6566.9816      11.328896      5237.2967       8.758324       9176.338      43.153102
            1.6      6444.9515      11.255449      5136.4209      8.6336348      8927.0525      43.654378
            1.7      6340.8134       11.15742       5048.559      8.6099298      8883.6768      43.236016
            1.8      6203.9214      11.066882      4937.8623      8.5079048      8691.2424      44.516619
            1.9      6035.9922      10.935637      4800.3976      8.3694857      8486.0787      44.015977
              2      5884.2851      10.854058      4677.0561      8.2856987      8278.9453      41.528379
            2.1      5715.1811      10.741099      4540.9788      8.2055285      8039.3185        44.5974
            2.2      5510.5625      10.572788       4374.685      8.0764969      7746.7356      43.202181
            2.3      5303.7587       10.44297      4205.9587      7.9216849      7536.2668      43.905725
            2.4       5066.435      10.208166       4012.645       7.717305      7187.7994      43.124244
            2.5      4796.9557      10.006998      3794.4634      7.5743775      6882.6423      42.913568
            2.6      4549.0778      9.7914398      3594.1847      7.3730563      6565.6469      42.629103
            2.7       4275.537      9.5300903      3373.2453      7.1528782      6190.6494      41.061658
            2.8      3966.6371      9.2721938      3128.7417      6.9437002      5742.9788      43.487343
            2.9      3674.3129      8.9602436      2890.7466      6.6928139      5409.9813      40.510102
              3      3334.4784       8.630233      2622.1195      6.4103392      4963.2362       39.61156
            3.1      3017.2132      8.2437896      2365.1464      6.0943678      4538.3637      38.741934
            3.2      2680.5903      7.8112964      2098.6766      5.8087271      4036.8092       37.20068
            3.3      2344.4348       7.388698      1830.9808      5.4293629      3609.0902      36.625866
            3.4       2018.766      6.8759594      1573.1917      5.0204745      3109.9255      35.732987
            3.5      1707.0963      6.3859073      1325.3888      4.6278944      2713.3425      33.670644
            3.6       1400.406      5.8182311      1085.3579      4.2251467      2215.3841      31.118798
            3.7      1114.1222      5.2526679      861.14822      3.7729836      1813.0068      28.888706
            3.8      859.28387      4.6668594      663.05269      3.3644692      1418.3286      27.844739
            3.9      635.47495      4.0453108      487.01458      2.8687608      1103.3727      25.576068
              4      446.94311      3.4232921      341.27131      2.4085737      759.99844      22.597626
            4.1       297.9785      2.8414351      227.60111      1.9884059      518.35648      19.287719
            4.2      184.51521      2.2475114       140.2291      1.5622388      313.74904      17.575187
            4.3      109.19182      1.7063937      82.149545      1.1823536      216.63705      11.371863
            4.4      54.535807       1.271664      41.174235     0.86402836      97.132706      10.549276
            4.5      26.210924     0.86736081      19.607713     0.58694455       51.36929      6.6041534
            4.6      9.8085305     0.55824998      7.1879925     0.36193955      21.873466       5.442399
            4.7      3.4927596     0.32011794      2.5595403     0.21059125      6.2327233      2.1033902
            4.8      1.1291523     0.21282577     0.81581526     0.13031152      1.3625218     0.84186576
            4.9     0.75373896     0.17241299     0.31596753      2.9784366      1.0461039      1.2013699
              5     0.75373896     0.17241299     0.31596753      2.9784366      1.0461039      1.2013699
