#   total-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      8293.6831      3.1928297      6591.7299      2.5275973      10609.306      4.4041806
              1      8293.6831      3.1928297      6591.7299      2.5275973      10609.306      4.4041806
