#         pt_j1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      919.58437     0.85471934      716.19402     0.59591567      2053.0849      6.4491562
              5      1050.2959     0.66452732      833.04185     0.50575809      1432.4032      1.1024239
             10      849.44965     0.54822837      675.28808     0.42707893      1114.9149     0.81341784
             15      705.71929     0.48256995      562.10941     0.37948336      913.72339     0.68370892
             20      597.46467     0.43696382       476.5888     0.34955278      768.20038     0.60008171
             25      508.55527     0.39779667       405.9545     0.31628775      651.32765      0.5394125
             30      434.94166     0.36491363      347.27231     0.28951724      555.89744     0.49293353
             35      373.91332     0.33605002       298.6714     0.26760463         477.18     0.45031297
             40      321.89431      0.3103522      257.09519     0.24793498      410.55242     0.42021007
             45      278.10987     0.28764875      222.12523     0.22980116      354.59858     0.38654051
             50      240.10968     0.26596075      191.74219     0.21290827      306.12229     0.35503888
             55      208.56705     0.24749542      166.57726     0.19740929      265.79314      0.3317373
             60      181.45646     0.23045725      144.87306     0.18278514      231.26744     0.31090055
             65       158.1685     0.21426514      126.30576     0.17038918       201.5267     0.28639475
             70        138.503     0.20141988      110.67156     0.16193957      176.33416     0.26932207
             75      121.13369      0.1875907      96.753955      0.1521562      154.30222     0.25421151
             80      106.29506     0.17523759      84.910228     0.13956111      135.38923      0.2340587
             85       94.01033     0.16634548      75.058705     0.13177628      119.82375     0.22199454
             90      82.900408     0.15467993      66.128503     0.12248523        105.665     0.20644616
             95      73.458512     0.14523487      58.521119     0.11485569      93.674193     0.19518082
            100      65.183617     0.13700897      51.777165     0.10806261      83.420809     0.18460712
            105      57.915756     0.12968756      46.035881     0.10266811      74.026647     0.17619692
            110      51.754231     0.12431874      41.108006     0.10103918      66.197345     0.17784365
            115      46.167831     0.11615664      36.606623    0.094400964      59.171522     0.16024255
            120      41.469236     0.10967876      32.808109    0.086250075      53.292413     0.14967913
            125       37.11523     0.10355597      29.333156    0.081188733      47.750372     0.14146608
            130      33.397982    0.098754859      26.366723    0.077207994       43.01983     0.13538423
            135      29.881453    0.092898047      23.604715    0.073560391      38.449838     0.12936981
            140      27.030997    0.091163045      21.306453    0.071031701      34.875474     0.12651285
            145      24.538873    0.084934709      19.297073     0.06614631      31.751002     0.11723135
            150      22.323189    0.080967078      17.543823    0.064077463      28.901591     0.11303858
            155      20.139518    0.077490334      15.819379    0.060307181      26.086569     0.10748156
            160       18.32939    0.073466812      14.372801    0.057163381      23.790778       0.101596
            165      16.755414     0.07077007      13.116903    0.054878466      21.790868     0.09880852
            170      15.299622    0.067008808      11.972039    0.051718479      19.907516     0.09245744
            175      13.926421    0.063794992      10.894398    0.049588375      18.125695    0.088943557
            180      12.666289     0.06081052      9.8816851    0.046919192      16.541988    0.084061483
            185      11.614568    0.057818766      9.0670363     0.04466194      15.152254    0.080135245
            190      10.677546    0.055868183      8.3183906    0.042900183      13.965946    0.077523918
            195      9.8491999    0.057393008      7.6679024    0.043569106       12.89162    0.080886389
            200      9.0587081    0.059481151      7.0380837    0.044856715      11.887824    0.086095887
            205      8.2904915    0.049475432      6.4425581    0.037892306      10.872505    0.069169707
            210      7.6689682    0.047668364      5.9494957    0.036525817      10.080232    0.066588108
            215      7.0739171    0.045347505      5.4963518    0.035030793      9.2797355    0.064291111
            220      6.6240519    0.052746074      5.1288022    0.038839595       8.727592    0.076275974
            225      6.0890673    0.042365569      4.7225709    0.032475698       8.002881    0.059794362
            230      5.5818493    0.043288064      4.3225646    0.032549725      7.3508002    0.061860134
            235      5.2674719    0.044019953      4.0654649     0.03280036      6.9662676    0.063424934
            240      4.8103241    0.039272948      3.7200466    0.029690897      6.3444078    0.055994764
            245      4.4494814    0.036524877      3.4320859    0.027653067      5.8879816    0.051453725
            250      4.1586841    0.035562803      3.2112211    0.026954234      5.4966624    0.050390795
            255      3.8725569    0.033729002      2.9866926    0.025618188       5.126238    0.047631386
            260      3.6135526    0.033155695      2.7859671    0.025166785        4.78387     0.04741946
            265      3.4025472    0.032164449      2.6160856     0.02426862      4.5204503    0.045760258
            270      3.1787991    0.034772564      2.4385018    0.025656577      4.2358288    0.050155866
            275      2.9362721    0.029656706      2.2636192    0.022876547      3.8866935     0.04330291
            280      2.7819879    0.029074015      2.1326445    0.021897802      3.7095306    0.041430608
            285      2.6200869    0.039005441      2.0081671    0.027990215      3.4933651    0.057454509
            290      2.4385386    0.030357948      1.8636512    0.022288187       3.263135    0.044304705
            295      2.2209175    0.031246538      1.7007121    0.022818645      2.9642508    0.046412023
            300      2.0927717    0.025704871       1.602812     0.01927404      2.7919735    0.036972117
            305      2.0025563    0.026883514      1.5330561    0.019848407      2.6726068    0.039564671
            310      1.8655487    0.024408577      1.4239116    0.018178755       2.500915    0.035084125
            315      1.7303441    0.024594195      1.3274114    0.018222225      2.3033438    0.035739562
            320      1.6406481    0.023399311      1.2562746    0.017450108      2.1883797    0.033776622
            325      1.5339871    0.021347992       1.168423    0.015965019      2.0610138    0.030565356
            330      1.4837619    0.020624107      1.1307706    0.015491009      1.9921644    0.029284529
            335      1.3983921    0.022840889      1.0622443    0.016562377      1.8853268    0.033813041
            340      1.2997496    0.020452318     0.99276938    0.015207069      1.7395342    0.029626034
            345      1.2041234    0.019580134     0.91203296    0.014455735      1.6285645    0.028337421
            350      1.1420136    0.018839947     0.87435478    0.014343978      1.5231263    0.027802375
            355      1.1081007    0.018341641     0.84371431     0.01363951      1.4893134     0.02651113
            360      1.0116649    0.017933061     0.76462026    0.013215736      1.3715647    0.025924175
            365     0.98144039    0.019173493     0.74761524    0.014040058      1.3184805    0.028407321
            370       0.883397    0.016296365     0.66967313    0.012090546      1.1933253    0.023450451
            375     0.88500215    0.016232264     0.67458323     0.01211064      1.1862925     0.02345123
            380     0.83174821    0.017896412     0.62757216    0.012939848      1.1301841    0.026522657
            385     0.78001517    0.015869486     0.59782228    0.012826031      1.0393687    0.025484568
            390     0.74040282    0.015378147     0.55977352    0.011338874      1.0037458     0.02239913
            395     0.71043266     0.01609073     0.53553524    0.011634909     0.96672533    0.023751127
            400      0.6693077    0.014401049     0.50732295    0.010730212     0.90401703    0.021080561
            405     0.64669302    0.016687598     0.48694685    0.012005737     0.88027384    0.024887628
            410     0.62783319    0.013844807      0.4773727    0.010341517     0.84494983    0.020179649
            415     0.58238694    0.013932445     0.43701189    0.010136802     0.79661552    0.020339288
            420     0.53721541    0.012941973     0.40582353   0.0095161282     0.72874639    0.018858268
            425     0.52098414    0.012555261     0.39201624   0.0092554939     0.71045705    0.018222232
            430     0.48591457     0.01223003     0.36641871   0.0096070298     0.66067771    0.019829484
            435     0.48621887    0.012082395     0.36716298   0.0089927669     0.65956144    0.017669078
            440       0.440515    0.011791674     0.33165634     0.00866372     0.59995126    0.017148147
            445     0.42787737    0.012139445     0.32172278   0.0089335609     0.58357017    0.018292182
            450     0.40815616    0.011160793     0.30555019   0.0081559317     0.56025114    0.016428392
            455     0.37688246    0.011226784     0.28388009   0.0082185008     0.51333964    0.016472518
            460     0.37210801    0.011211987     0.27751663   0.0081210021     0.51344476    0.016550537
            465     0.35512351    0.010726156     0.26646532   0.0078159656     0.48625669    0.015676537
            470     0.32524913    0.012571095     0.24418849   0.0087611942     0.44482223    0.019313929
            475     0.32681082   0.0099732783     0.24427921   0.0073026593     0.44894563    0.014564775
            480     0.32111146    0.010951854     0.23913692   0.0077997212     0.44346269     0.01638549
            485     0.29453113   0.0094018237     0.21940645   0.0068459557      0.4069103    0.013804659
            490      0.2611472   0.0087814275     0.19568347    0.006428629     0.35763901    0.012855337
            495     0.28021628   0.0099218668     0.20807944    0.007104793     0.38831239     0.01480476
            500     0.28021628   0.0099218668     0.20807944    0.007104793     0.38831239     0.01480476
