# total-CMS-2bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
              0      426.25523     0.93315976      346.65471     0.74422731      536.26406      1.9742024
              1      426.25523     0.93315976      346.65471     0.74422731      536.26406      1.9742024
