# n_light_jets-        central        num_err    min (scale)        num_err    max (scale)        num_err
# CMS
           -0.5      126.70917     0.67322032      101.38313     0.49189336      249.56549      5.8249837
            0.5      1854.2372      2.0568568      1480.6738      1.5572575      2792.9892      11.897315
            1.5      9955.5285      3.9513805      7935.3859       3.047796      13576.975      12.669476
            2.5              0              0              0              0              0              0
            3.5              0              0              0              0              0              0
            4.5              0              0              0              0              0              0
            5.5              0              0              0              0              0              0
            6.5              0              0              0              0              0              0
