# eta_bjet1-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
# -2bjet
              0      250.87435      1.1159198      203.55979     0.88713581      317.79901       2.463442
            0.4      236.06127      1.1100876      191.91026      0.8991617      295.75363      1.7139766
            0.8      207.58545      1.0286648      168.58234     0.81460888      260.30383      1.5125597
            1.2      167.96618     0.92673528      136.82532     0.73565596      212.22648      1.8696628
            1.6      124.68587     0.81071776      101.57796     0.64376435      157.40969      1.5119934
              2      78.464935     0.64805438      64.181092     0.51617727      99.116143      1.2912153
            2.4      78.464935     0.64805438      64.181092     0.51617727      99.116143      1.2912153
