# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ150
              0      184.18921      1.1578151      135.95719     0.71039883      689.74336      19.567135
              1      702.87149      2.0609964      520.67316      1.3296492      3062.9347      21.448607
              2      874.03245      1.8829901      668.49468      1.2995875       1997.103       9.956058
              3      901.45973      1.7004236      699.30127      1.2189823      1545.9094      5.0915078
              4      879.09506      1.5542277      685.97153      1.1376936      1335.1947      3.4591786
              5       830.1066      1.4356834      649.90303      1.0633711       1195.894      2.7011305
              6      781.68812      1.3400561       613.3753      1.0030462      1090.7945      2.3071783
              7        733.811      1.2571164      576.34537     0.94805494      1006.2082      2.0717778
              8      688.38373      1.1886902      540.86932     0.90138376      930.98234      1.8691194
              9      647.51089      1.1341635      509.36724     0.87902237      868.00819      1.7309891
             10      606.42471      1.0769762      477.53282     0.82328987      806.55062      1.6714219
             11      569.54634      1.0301746      448.74725     0.79079393      753.13762      1.5319314
             12      536.47237     0.98708099      422.76444     0.75846749      706.63288      1.4801502
             13      506.74837     0.94945142      399.78708     0.73280434      664.15008      1.3779184
             14      479.77971     0.91629602      378.44944     0.70655229      627.99411      1.3252645
             15      455.77193     0.88619461      359.80091     0.68588155      594.67994      1.2970249
             16       431.4324     0.85659294      340.79779     0.66558873      561.20441       1.209082
             17      410.02799     0.82984287      324.00642     0.64436737      532.35072       1.157073
             18      391.53798      0.8065287      309.46219     0.62777697      507.50348      1.1221107
             19      370.93547      0.7822176      293.44223     0.62111017       479.4333      1.0927704
             20      356.59288      0.7613331      282.07596     0.59668907      460.70907      1.0536272
             21      339.27312     0.74014833      268.38495     0.57867072      437.94294       1.040884
             22      323.01983     0.71920963      255.67501     0.56512173      416.34529     0.99354749
             23      309.11582     0.70066103      244.57254      0.5491642      398.32059     0.96133452
             24      295.51354     0.68361267       234.0577     0.53623597       380.1359     0.94302293
             25      282.16928     0.66485271      223.34731     0.52176387      363.09917     0.90460773
             26      271.24484     0.65002687      214.76135      0.5098682      348.73465     0.88188688
             27      259.08177       0.632798      205.29726     0.49808413      332.70358     0.87275817
             28      248.15488     0.61664268      196.45588     0.48364605      318.86076     0.84124011
             29      237.98869     0.60431696      188.48663     0.47222139      305.55789     0.82287808
             30      229.05563     0.58867783      181.36775     0.46341481      294.11946     0.79619085
             31      218.56844      0.5742332      173.06925     0.45186897      280.55821     0.77601999
             32      209.94085     0.56030052      166.04376     0.43892808      269.87548     0.75839482
             33      201.40056     0.54813992      159.42148     0.43084211      258.59525      0.7408398
             34      193.24757     0.53364732      152.86001     0.41853939      248.22768     0.72229112
             35      185.50655     0.52225176      146.82224     0.40955843      238.09184     0.70623307
             36      178.30747      0.5104642      141.09747     0.40179304      228.95139     0.69131819
             37      170.67513     0.49792706      134.92578     0.38984406      219.44295      0.6707513
             38      164.74415     0.48876085      130.39229     0.38548529       211.4304     0.66519366
             39       157.8293     0.47672423      124.86632     0.37491052      202.68406     0.64453874
             40      152.04158     0.46746388      120.17305     0.36842312      195.54404     0.63378763
             41      146.04258         0.4584      115.53145      0.3596077      187.51221     0.62161327
             42       140.9068     0.44792569      111.54294     0.35238518      180.57441      0.6356858
             43      135.53254      0.4380831      107.13666     0.34360601      174.20814     0.59166175
             44      129.68033     0.42830268      102.60303     0.33762777      166.45942      0.5797612
             45      125.30615     0.41961582      99.155051      0.3310858       160.8326     0.56715887
             46      120.48464     0.41562655      95.382774     0.33198544      154.52776     0.57421571
             47      115.96859     0.40310656      91.768519     0.31587172      148.81216      0.5435541
             48      110.77939      0.3930517      87.610751     0.30825756      142.27239     0.53158809
             49      107.51293     0.38619243      84.964761     0.30293395      138.21806      0.5221968
             50      107.51293     0.38619243      84.964761     0.30293395      138.21806      0.5221968
