#       pt_lep1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.2494919    0.041395918      2.4932195    0.029236657      5.9229483     0.30780392
              5      35.312184     0.13224068      27.315741    0.095501686      59.848721     0.82885772
             10      108.62061      0.2259716      84.606754     0.16563869      177.60284      1.2679485
             15      213.13028     0.31089287      166.75066     0.23047763      335.61293      1.6586287
             20      339.47114     0.38692637      266.31149     0.28839545       527.8136      2.0019151
             25       485.7792     0.45584947      381.96309     0.34187199      743.55416      2.2515457
             30      663.69868      0.5274239      522.53527      0.3945963      1004.7267      2.5616242
             35      940.92872      0.6179373      741.30919     0.46280723      1415.2154      3.0106379
             40      1259.1499     0.69898972      994.51203     0.52527812       1849.262      3.2429678
             45      990.39977     0.60595805      787.29747     0.46401225      1373.7532      2.2768328
             50      713.14584     0.50700446      569.82803     0.39629494      952.81855      1.5659329
             55      520.05999     0.42763718      416.74281     0.33500617      681.16539      1.1544595
             60      388.66443      0.3661129      312.11286     0.28876475      503.10847     0.88226646
             65      295.91685     0.31810276        238.034     0.25122294      379.38344     0.68102194
             70      229.64692     0.27889214      184.97888      0.2211717      292.70965      0.5482961
             75      180.16521     0.24540596      145.27356      0.1956982      228.31149     0.49806954
             80      143.92446     0.21877884        116.125     0.17416647      182.37094     0.40887554
             85      115.86525     0.19576911        93.6132     0.15601248      146.19889     0.33828806
             90      93.887662     0.17577277      75.898051     0.14018812      118.19359      0.3225568
             95       77.33594     0.16045414      62.602833     0.12916391      97.463977     0.28807316
            100      63.973214      0.1467642      51.786587      0.1172471      80.353299      0.2077192
            105      53.344542     0.13169922      43.138326     0.10554382      67.138723     0.18161899
            110      44.597986     0.12008489      36.063437    0.096443468      55.998555     0.16857091
            115      37.610863     0.11066868      30.395735    0.091479008      47.279115     0.16083478
            120      31.990577      0.1018949      25.807738    0.081697078      40.301653     0.14156069
            125      27.233127    0.093802848      21.954037    0.078283956       34.32362     0.13098864
            130      23.222928    0.086635674      18.704683    0.069402757      29.249188     0.12320888
            135      20.299102    0.081015777      16.292954     0.06440295      25.728237      0.1129901
            140      17.466274    0.075351984      14.032721     0.06011806      22.074024     0.10444217
            145      15.206684     0.07153655       12.19613    0.056580988      19.250627    0.099062276
            150      13.107936    0.064955047      10.520525    0.051432354      16.571393    0.088465544
            155      11.433438    0.060419461      9.1663125     0.04808695      14.467718    0.082171787
            160      10.139675    0.056724282      8.1393743    0.045598469      12.830775     0.07785653
            165      8.8450806    0.053368042      7.0969859    0.042317869      11.194349    0.072864299
            170      7.9010467    0.058580813      6.3261437    0.044813757      9.9908298    0.083023137
            175      6.9804178    0.047107326      5.5949312    0.037512922      8.8314173    0.064921818
            180      6.1542535    0.052287263      4.9183553    0.039727578      7.8143126    0.073787775
            185      5.4999129    0.041922099      4.4013446    0.033089675      6.9651607    0.058004075
            190      4.8715393    0.039984517      3.8941009    0.031391193      6.1842962    0.056684048
            195      4.3880559    0.038396141      3.4950768    0.030050901      5.5960779    0.052853416
            200      3.8666724    0.035207853      3.0913243    0.027665499      4.8980253    0.048227184
            205       3.504568    0.033670535      2.7900061    0.026362549      4.4674799    0.045903518
            210      3.1796967    0.032203596      2.5317516      0.0252286      4.0474385    0.043700766
            215      2.8524362    0.030755595      2.2665847    0.023898337        3.64465    0.042009421
            220      2.5532345    0.028743473      2.0411714    0.022657668      3.2366003    0.039780552
            225      2.3099283    0.027472595      1.8399241    0.021541322        2.93537    0.037902923
            230      2.0497569    0.025863134      1.6341181    0.020391005      2.6010407    0.036860292
            235      1.9654329    0.026646435      1.5646515     0.02055835      2.5024402    0.037107954
            240      1.7748346    0.024221615      1.4137532    0.018821506        2.25779    0.033435158
            245       1.583455    0.022173679      1.2537276    0.017291767       2.026821    0.030132888
            250      1.3995007    0.021222629      1.1148334    0.016581107      1.7785029    0.029154025
            255      1.3354943    0.020831377      1.0669155    0.016338188      1.6909071    0.028467429
            260      1.1715223    0.019473281     0.93073546    0.015187716      1.4988107    0.028011267
            265      1.1276543    0.019532405     0.89423337    0.015185695      1.4410498     0.02698975
            270      1.0226672    0.018163852     0.81291745     0.01419784      1.3022251    0.024767524
            275     0.92687634    0.017215038      0.7417227    0.013513963      1.1667632    0.023860785
            280     0.85754079    0.016953137     0.67804182    0.013077097      1.0995314    0.023330111
            285      0.7846747    0.016012145     0.62591323    0.012666099     0.99315041    0.022576991
            290     0.73784661    0.015519549     0.58299991    0.012013813     0.94629047    0.021231863
            295     0.67391777    0.014935494     0.53718516    0.011467594     0.85412303    0.021801273
            300     0.61697069    0.014522748     0.48760743    0.011145314     0.79119199    0.020114801
            305     0.58125359    0.014119796     0.46090484    0.011053824     0.74840493    0.021023656
            310     0.53133416    0.013509758     0.42698662    0.010797551     0.66530194    0.019935885
            315     0.48289721     0.01244845     0.38235775    0.009653359     0.61854476    0.017145896
            320     0.46458234    0.012057495     0.36693573   0.0094025674     0.59567908    0.016362248
            325     0.43966412    0.012205058     0.34745718    0.009391128     0.56333226    0.017014497
            330     0.41442117     0.02060779     0.32677124    0.016015699     0.52024442    0.018127655
            335     0.35421605      0.0112333     0.28246062   0.0087909611     0.44760843    0.016006151
            340      0.3566271    0.010840988      0.2805494   0.0082715324     0.46026322    0.015104774
            345     0.33179869    0.010245858     0.26414888   0.0080713387     0.42095211    0.013904757
            350     0.28717585   0.0095899027     0.22849063   0.0074928648     0.36312969    0.013152604
