#    pt_j2-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1135.3062      2.0791077      890.40549      1.4574639      2496.8522      17.663172
              1      1862.9604       2.477483      1463.7815      1.7761003      3624.2405      13.721082
              2      2030.7818       2.242193      1610.0728      1.6766184      2963.3675      4.6078967
              3      2010.5104      2.0695825      1598.9448       1.586398      2738.9853      3.4100516
              4        1913.09       1.932885      1523.8198      1.5007657       2542.003       2.906801
              5      1761.6213      1.8060881      1405.1846      1.4093799      2309.5974      2.6251414
              6       1623.895      1.7004783      1295.6831      1.3298793      2114.2114      2.4342907
              7      1486.0168      1.6034793      1186.5478      1.2625888      1925.0146       2.252926
              8      1361.4182      1.5181544      1087.0021      1.1982259       1758.499      2.1024373
              9      1245.5481      1.4422219      994.95446      1.1466722      1604.2715      2.0043712
             10      1137.7009      1.3674829      908.93815      1.0809726      1462.2433      1.8876327
             11      1044.7451      1.3043841      834.85999      1.0397327      1341.0511      1.7849124
             12      956.80165      1.2425775      764.39962     0.98923201      1226.7623      1.7084001
             13      877.43486      1.1835539      700.98259     0.93869844      1124.5254      1.6065655
             14      807.52018      1.1320003      644.69333     0.89856956      1035.0802      1.5270902
             15      745.63854      1.0855181      595.44869     0.86015587      954.86748      1.4648994
             16      686.94856      1.0381436      548.24414     0.82228639      879.97459       1.399047
             17      635.68022     0.99688233      507.24684     0.79434277      814.13212      1.3428016
             18      588.28132     0.95711907      469.27546     0.75793066      753.51342      1.2874297
             19      546.47501     0.92206333      435.89272     0.73376141      699.66264      1.2407169
             20      506.28818     0.88373509       404.0216      0.7083801      647.70667      1.1949963
             21      469.94228     0.85093878       374.8218     0.67332119       601.5551      1.1411468
             22      440.13211     0.82217795      350.85023     0.65224584      563.62149      1.0995234
             23      407.21615     0.79178652      324.53322     0.63670982      521.57713      1.0577552
             24      382.33432      0.7650557       304.4388     0.60500206      490.39783      1.0432875
             25      355.25024       0.736091       283.2093     0.58551374      454.63245      1.0013052
             26      333.86539      0.7127156      265.87745     0.56380941      427.84875     0.95625904
             27      312.02183     0.68977319      248.36705     0.54778536      400.06531     0.92725194
             28      294.56524     0.66766706      234.50906      0.5288709      377.53874     0.89371615
             29      275.11482     0.64577685      218.97516     0.51728335      352.62593     0.87009601
             30      259.02543     0.62438956      206.04731     0.49718527      332.25677      0.8400268
             31       242.8614      0.6049203      193.09956     0.47986965       311.7336     0.81192445
             32      229.19946     0.58680806      182.21289     0.46366092      294.22008     0.78522968
             33      216.01595     0.57010321      171.56968     0.45045729      277.62025     0.76543741
             34      203.94534     0.55243487      162.10355     0.43766468      261.82588     0.73819994
             35      192.68192     0.53724377      153.04389     0.42563613      247.57273     0.71939306
             36      181.26051     0.52059871      143.98787     0.41173973      232.87778     0.69702524
             37      172.62516     0.50703845      136.91883     0.40029966      222.22688     0.67753269
             38      163.40085     0.49304503      129.53324     0.39048956      210.47277     0.66359332
             39      155.40234     0.48191414      123.23044     0.38127842      200.07825     0.64304043
             40      147.79406     0.46943818      117.13718     0.38036044      190.40631     0.66172269
             41      138.39065     0.45595603       109.7218     0.35913005       178.2156     0.61155859
             42      131.68931     0.44384207      104.38517     0.35306921      169.64073     0.60894305
             43      126.62161     0.43397743      100.26548     0.34374131      163.31724     0.58116868
             44      119.83363     0.42231372      94.933515     0.33278846      154.46623     0.56585803
             45       113.4061     0.41445266      89.788543      0.3256018      146.28878     0.55596522
             46      108.72086      0.4013061      86.046161     0.31642579      140.29723     0.53843039
             47      102.94725     0.39019187      81.493327     0.30768102      132.83583     0.52811413
             48      98.409556      0.3824284      77.819673     0.30072813      127.03091     0.51370551
             49      93.170215     0.37210862      73.611557     0.29295891      120.33614     0.50097291
             50      93.170215     0.37210862      73.611557     0.29295891      120.33614     0.50097291
