qTcut          mu_R/mWbb      mu_F/mWbb      XS +- err (LO)                    

independent    0.5            0.5            17761.671       +- 0.76310473     
independent    1              1              15558.850       +- 0.66800182     
independent    2              2              13720.565       +- 0.58927063     
